coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|d|u|s|c,8,0.00880469,1
cbar|sbar|ubar|dbar|u|s|c,7,0.00795773,1
cbar|sbar|ubar|d|u|s|c,7,0.00788039,1
cbar|sbar|ubar|dbar|d|u|c,7,0.00783681,1
cbar|ubar|dbar|d|u|s|c,7,0.00774041,1
cbar|sbar|ubar|u|s|c,6,0.00708055,1
cbar|sbar|ubar|dbar|u|c,6,0.00704199,1
cbar|sbar|ubar|d|u|c,6,0.00696896,0
cbar|ubar|dbar|u|s|c,6,0.00695083,0
cbar|ubar|d|u|s|c,6,0.00687936,0
cbar|ubar|dbar|d|u|c,6,0.00684310,0
cbar|sbar|ubar|u|c,5,0.00622125,0
cbar|ubar|u|s|c,5,0.00613690,0
cbar|ubar|dbar|u|c,5,0.00610566,0
cbar|ubar|d|u|c,5,0.00603850,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00585993,0
sbar|ubar|dbar|d|u|s|c,7,0.00585784,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00583204,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00582372,0
cbar|sbar|dbar|d|u|s|c,7,0.00566771,0
cbar|ubar|u|c,4,0.00534817,0
cbar|sbar|ubar|dbar|u|s,6,0.00516733,0
sbar|ubar|dbar|u|s|c,6,0.00516534,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00515923,0
cbar|sbar|ubar|dbar|s|c,6,0.00514298,0
cbar|sbar|ubar|d|u|s,6,0.00510340,0
sbar|ubar|d|u|s|c,6,0.00510102,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00509151,0
cbar|sbar|ubar|d|s|c,6,0.00508006,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00507715,0
cbar|sbar|ubar|dbar|d|u,6,0.00507333,0
sbar|ubar|dbar|d|u|c,6,0.00507136,0
cbar|sbar|ubar|dbar|d|c,6,0.00505610,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00500151,0
cbar|ubar|dbar|d|u|s,6,0.00499528,0
ubar|dbar|d|u|s|c,6,0.00499327,0
cbar|sbar|dbar|u|s|c,6,0.00499319,0
cbar|ubar|dbar|d|s|c,6,0.00497990,0
cbar|sbar|d|u|s|c,6,0.00493300,0
cbar|sbar|dbar|d|u|c,6,0.00490548,0
cbar|dbar|d|u|s|c,6,0.00483004,0
cbar|sbar|ubar|g|u|s|c,7,0.00446582,0
cbar|sbar|ubar|u|s,5,0.00445792,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00445647,0
sbar|ubar|u|s|c,5,0.00445564,0
cbar|sbar|ubar|s|c,5,0.00444644,0
cbar|sbar|ubar|dbar|u,5,0.00443287,0
sbar|ubar|dbar|u|c,5,0.00443099,0
cbar|sbar|ubar|dbar|c,5,0.00442750,0
cbar|sbar|ubar|g|d|u|c,7,0.00439306,0
cbar|ubar|dbar|g|u|s|c,7,0.00438608,0
cbar|sbar|ubar|d|u,5,0.00437324,0
sbar|ubar|d|u|c,5,0.00437098,0
cbar|sbar|ubar|d|c,5,0.00436888,0
cbar|ubar|dbar|u|s,5,0.00436006,0
ubar|dbar|u|s|c,5,0.00435815,0
cbar|ubar|dbar|s|c,5,0.00435654,0
cbar|ubar|g|d|u|s|c,7,0.00432423,0
cbar|ubar|dbar|g|d|u|c,7,0.00431717,0
cbar|sbar|u|s|c,5,0.00430560,0
cbar|ubar|d|u|s,5,0.00430200,0
ubar|d|u|s|c,5,0.00429970,0
cbar|ubar|d|s|c,5,0.00429948,0
cbar|sbar|dbar|u|c,5,0.00428310,0
cbar|ubar|dbar|d|c,5,0.00428283,0
cbar|ubar|dbar|d|u,5,0.00427924,0
ubar|dbar|d|u|c,5,0.00427735,0
cbar|sbar|d|u|c,5,0.00422722,0
cbar|dbar|u|s|c,5,0.00421290,0
cbar|d|u|s|c,5,0.00415858,0
cbar|dbar|d|u|c,5,0.00413837,0
cbar|sbar|ubar|g|u|c,6,0.00381950,0
cbar|sbar|ubar|c,4,0.00378740,0
cbar|sbar|ubar|u,4,0.00377990,0
sbar|ubar|u|c,4,0.00377774,0
cbar|ubar|g|u|s|c,6,0.00375592,0
cbar|ubar|dbar|g|u|c,6,0.00375388,0
cbar|ubar|s|c,4,0.00372324,0
cbar|ubar|u|s,4,0.00371390,0
ubar|u|s|c,4,0.00371170,0
cbar|ubar|dbar|c,4,0.00371161,0
cbar|ubar|g|d|u|c,6,0.00369633,0
cbar|ubar|dbar|u,4,0.00369616,0
ubar|dbar|u|c,4,0.00369437,0
