   1     0.050    25.000       17838.253
   2     0.150    25.000       17693.326
   3     0.250    25.000       17196.007
   4     0.350    25.000       17623.490
   5     0.450    25.000       17842.359
   6     0.550    25.000       18085.273
   7     0.650    25.000       18417.858
   8     0.750    25.000       18142.323
   9     0.850    25.000       18050.122
  10     0.950    25.000       17833.044
  11     1.050    25.000       17529.545
  12     1.150    25.000       17462.876
  13     1.250    25.000       16907.526
  14     1.350    25.000       16939.288
  15     1.450    25.000       16296.776
  16     1.550    25.000       16448.996
  17     1.650    25.000       15458.903
  18     1.750    25.000       15204.935
  19     1.850    25.000       14064.159
  20     1.950    25.000       12615.568
  21     2.050    25.000       11017.898
  22     2.150    25.000        8403.737
  23     2.250    25.000        5460.781
  24     2.350    25.000        2067.908
  25     0.050    37.500       26874.944
  26     0.150    37.500       25629.601
  27     0.250    37.500       25882.424
  28     0.350    37.500       25673.259
  29     0.450    37.500       26112.636
  30     0.550    37.500       27090.751
  31     0.650    37.500       26169.076
  32     0.750    37.500       25647.977
  33     0.850    37.500       26293.559
  34     0.950    37.500       25589.580
  35     1.050    37.500       25724.886
  36     1.150    37.500       25546.165
  37     1.250    37.500       24513.091
  38     1.350    37.500       25760.171
  39     1.450    37.500       24092.893
  40     1.550    37.500       23348.585
  41     1.650    37.500       21691.351
  42     1.750    37.500       19279.913
  43     1.850    37.500       16553.852
  44     1.950    37.500       13773.255
  45     2.050    37.500       11012.978
  46     2.150    37.500        7891.062
  47     2.250    37.500        4674.300
  48     2.350    37.500        1627.155
  49     0.050    52.500       11216.691
  50     0.150    52.500       11199.422
  51     0.250    52.500       11051.234
  52     0.350    52.500       11345.679
  53     0.450    52.500       10671.856
  54     0.550    52.500       11694.945
  55     0.650    52.500       11487.428
  56     0.750    52.500       11256.563
  57     0.850    52.500       11296.150
  58     0.950    52.500       11169.739
  59     1.050    52.500       10772.712
  60     1.150    52.500       10304.361
  61     1.250    52.500        9736.368
  62     1.350    52.500        9801.697
  63     1.450    52.500        8932.778
  64     1.550    52.500        8379.319
  65     1.650    52.500        7360.014
  66     1.750    52.500        6424.580
  67     1.850    52.500        5901.367
  68     1.950    52.500        4924.776
  69     2.050    52.500        4049.164
  70     2.150    52.500        2569.660
  71     2.250    52.500        1798.185
  72     2.350    52.500         611.918
  73     0.050    90.000      317227.357
  74     0.150    90.000      315237.627
  75     0.250    90.000      315846.710
  76     0.350    90.000      312756.990
  77     0.450    90.000      312604.984
  78     0.550    90.000      309597.656
  79     0.650    90.000      306842.798
  80     0.750    90.000      299530.229
  81     0.850    90.000      292458.556
  82     0.950    90.000      285898.396
  83     1.050    90.000      276025.340
  84     1.150    90.000      264329.371
  85     1.250    90.000      249702.904
  86     1.350    90.000      233914.988
  87     1.450    90.000      219117.678
  88     1.550    90.000      196752.813
  89     1.650    90.000      178022.938
  90     1.750    90.000      153676.597
  91     1.850    90.000      131424.463
  92     1.950    90.000      106314.793
  93     2.050    90.000       82105.324
  94     2.150    90.000       57070.635
  95     2.250    90.000       33452.394
  96     2.350    90.000       10624.411
  97     0.050   160.000        3474.077
  98     0.150   160.000        3604.428
  99     0.250   160.000        3536.560
 100     0.350   160.000        3522.462
 101     0.450   160.000        3382.740
 102     0.550   160.000        3521.607
 103     0.650   160.000        3306.270
 104     0.750   160.000        3320.977
 105     0.850   160.000        3217.182
 106     0.950   160.000        3052.409
 107     1.050   160.000        3030.224
 108     1.150   160.000        2789.256
 109     1.250   160.000        2710.099
 110     1.350   160.000        2518.305
 111     1.450   160.000        2437.851
 112     1.550   160.000        2186.867
 113     1.650   160.000        1949.178
 114     1.750   160.000        1581.394
 115     1.850   160.000        1253.802
 116     1.950   160.000        1158.608
 117     2.050   160.000         727.448
 118     2.150   160.000         523.081
 119     2.250   160.000         275.849
 120     2.350   160.000         107.117
 121     0.100   850.000         529.902
 122     0.300   850.000         608.353
 123     0.500   850.000         652.222
 124     0.700   850.000         521.598
 125     0.900   850.000         533.595
 126     1.100   850.000         527.045
 127     1.300   850.000         475.843
 128     1.500   850.000         323.291
 129     1.700   850.000         246.475
 130     1.900   850.000         151.519
 131     2.100   850.000          96.657
 132     2.300   850.000          21.534
