1  173.0  6      12.5   7.5   0.0
2  179.0  4       9     6.6   0.0
3  162.0  2       5     4.0   0.0
4  158.0  2      10     4.0   0.0
5  237.7  1.7    7.4    7.4   4.0 
6  239    2      11     6.0   0.0





