player,coalition_without,v_without,v_with,delta_v,is_outlier
dbar,sbar|g|u|c,0.00740849,0.02002085,0.01261236,0
dbar,sbar|u|c,0.00617150,0.01851957,0.01234807,0
dbar,cbar|sbar|g|u|c,0.00902719,0.02081804,0.01179085,0
dbar,cbar|sbar|u|c,0.00780979,0.01933623,0.01152644,0
dbar,sbar|g|u,0.00509665,0.01658618,0.01148954,0
dbar,sbar|u,0.00393465,0.01515980,0.01122516,0
dbar,sbar|ubar|g|u|c,0.01006768,0.02099889,0.01093121,0
dbar,cbar|sbar|g|u,0.00620207,0.01686995,0.01066788,0
dbar,sbar|ubar|u|c,0.00859364,0.01926051,0.01066687,0
dbar,cbar|sbar|u,0.00505972,0.01546309,0.01040338,0
dbar,cbar|sbar|ubar|g|u|c,0.01301018,0.02311989,0.01010971,0
dbar,sbar|g|c,0.00301206,0.01305520,0.01004315,0
dbar,cbar|sbar|ubar|u|c,0.01155588,0.02140114,0.00984525,0
dbar,sbar|ubar|g|u,0.00744713,0.01725532,0.00980820,0
dbar,sbar|c,0.00201556,0.01179444,0.00977888,0
dbar,sbar|ubar|u,0.00604821,0.01559198,0.00954378,0
d,cbar|ubar|s,0.00710097,0.01659313,0.00949217,0
d,cbar|ubar|g|s,0.00804985,0.01731426,0.00926441,0
dbar,sbar|g|u|s|c,0.00740434,0.01666803,0.00926369,0
d,cbar|ubar|s|c,0.00834136,0.01756307,0.00922171,0
dbar,cbar|sbar|g|c,0.00412628,0.01334792,0.00922164,0
dbar,sbar|u|s|c,0.00634991,0.01534925,0.00899934,0
d,cbar|ubar|g|s|c,0.00936546,0.01835943,0.00899397,0
dbar,cbar|sbar|ubar|g|u,0.00987622,0.01886277,0.00898655,0
dbar,cbar|sbar|c,0.00314948,0.01210672,0.00895725,0
dbar,sbar|g,0.00187413,0.01079432,0.00892019,0
d,cbar|ubar|u|s,0.00961552,0.01841334,0.00879782,0
dbar,cbar|sbar|ubar|u,0.00849710,0.01721911,0.00872201,0
dbar,g|u|c,0.00430538,0.01299689,0.00869152,0
dbar,sbar,0.00095266,0.00960849,0.00865583,0
d,cbar|ubar|g|u|s,0.01080501,0.01937506,0.00857005,0
d,cbar|ubar|u|s|c,0.01203012,0.02055753,0.00852740,0
d,ubar|s,0.00433728,0.01281152,0.00847424,0
dbar,cbar|sbar|g|u|s|c,0.00983983,0.01828044,0.00844061,0
dbar,u|c,0.00307547,0.01150269,0.00842722,0
dbar,sbar|ubar|g|c,0.00518580,0.01354780,0.00836200,0
d,cbar|ubar|g|u|s|c,0.01329479,0.02159444,0.00829964,0
d,ubar|g|s,0.00530611,0.01355255,0.00824644,0
d,ubar|s|c,0.00506459,0.01326831,0.00820372,0
dbar,cbar|sbar|u|s|c,0.00880501,0.01698115,0.00817614,0
dbar,sbar|g|u|s,0.00507808,0.01321877,0.00814069,0
dbar,cbar|sbar|g,0.00247526,0.01057379,0.00809853,0
dbar,sbar|ubar|c,0.00395221,0.01204989,0.00809769,0
u,cbar|sbar|ubar|dbar|g|s|c,0.01401849,0.02200128,0.00798279,0
d,ubar|g|s|c,0.00610858,0.01408451,0.00797593,0
u,cbar|sbar|ubar|dbar|g|c,0.01516424,0.02311989,0.00795565,0
dbar,sbar|u|s,0.00409862,0.01197488,0.00787626,0
dbar,cbar|g|u|c,0.00592530,0.01379519,0.00786989,0
dbar,cbar|sbar,0.00157355,0.00940759,0.00783405,0
d,ubar|u|s,0.00634781,0.01412767,0.00777985,0
u,cbar|sbar|ubar|dbar|s|c,0.01272282,0.02046504,0.00774222,0
u,cbar|sbar|ubar|dbar|c,0.01368606,0.02140114,0.00771507,0
d,cbar|s,0.00270829,0.01033556,0.00762727,0
dbar,cbar|u|c,0.00471497,0.01232044,0.00760547,0
dbar,sbar|ubar|g|u|s|c,0.01148225,0.01906482,0.00758257,0
dbar,g|u,0.00265262,0.01022223,0.00756961,0
d,ubar|g|u|s,0.00755714,0.01510918,0.00755204,0
dbar,cbar|sbar|ubar|g|c,0.00762373,0.01516424,0.00754051,0
d,ubar|u|s|c,0.00824915,0.01575852,0.00750937,0
u,cbar|sbar|dbar|g|s|c,0.01078317,0.01828044,0.00749727,0
d,cbar|sbar|ubar|s,0.00689825,0.01439139,0.00749314,0
u,sbar|ubar|dbar|g|s|c,0.01158636,0.01906482,0.00747845,0
u,cbar|sbar|dbar|g|c,0.01334792,0.02081804,0.00747013,0
u,sbar|ubar|dbar|g|c,0.01354780,0.02099889,0.00745108,0
d,cbar|g|s,0.00342035,0.01081987,0.00739951,0
d,cbar|s|c,0.00363992,0.01099687,0.00735695,0
