0	 2.78	-16.2	2.8e+03
1	 3.08	-16.5	1.27e+03
2	 3.37	-16.9	611
3	 3.57	-17.2	307
4	 3.75	-17.6	159
5	 3.94	-18	84.3
6	 3.99	-18.1	45.3
7	 4.17	-18.4	24.9
8	 4.37	-18.8	14
9	 4.31	-18.7	7.83
10	 4.53	-19.1	4.5
11	 4.67	-19.3	2.62
12	 4.69	-19.4	1.51
13	 4.97	-19.6	0.881
14	 5.59	-20	0.522
15	 5.81	-20.2	0.308
16	 5.9	-20.3	0.181
17	 6.23	-20.6	0.107
18	 6.77	-21	0.0633
19	 7.01	-21.2	0.0372
20	 7.14	-21.5	0.0218
21	 7.56	-21.8	0.0127
22	 7.74	-22.1	0.00731
23	 8.53	-22.7	0.00421
24	 8.65	-23	0.00236
25	 8.81	-23.3	0.0013
26	 9.39	-23.8	0.000715
27	 9.75	-24.3	0.00038
28	 10.1	-24.7	0.000198
29	 10.7	-25.4	0.000101
30	 10.8	-25.7	4.9e-05
31	 11.6	-26.6	1.67e-05
32	 12.4	-27.8	2.29e-06
0	 2.79	-16.2	2.58e+03
1	 3.15	-16.8	1.17e+03
2	 3.34	-16.9	557
3	 3.58	-17.4	280
4	 3.75	-17.7	144
5	 3.94	-18	75.6
6	 4.06	-18.2	40.5
7	 4.21	-18.5	22.1
8	 4.34	-18.7	12.3
9	 4.5	-19	6.88
10	 4.66	-19.2	3.9
11	 4.79	-19.5	2.25
12	 4.89	-19.6	1.29
13	 5.14	-20	0.741
14	 5.14	-20.1	0.429
15	 5.37	-20.3	0.249
16	 5.85	-20.7	0.144
17	 5.87	-20.9	0.083
18	 6.36	-21.2	0.0479
19	 6.07	-21.3	0.0271
20	 6.73	-21.8	0.0155
21	 6.63	-21.9	0.00862
22	 7.21	-22.4	0.00478
23	 7.16	-22.6	0.00258
24	 7.37	-23	0.00137
25	 7.9	-23.5	0.000714
26	 8.06	-23.8	0.000361
27	 8.17	-24.2	0.000176
28	 8.73	-24.7	8.39e-05
29	 8.89	-25.3	1.53e-05
0	 2.83	-16.4	2.2e+03
1	 3.16	-16.8	981
2	 3.5	-17.4	466
3	 3.69	-17.6	230
4	 3.88	-17.9	116
5	 4.15	-18.3	60.5
6	 4.25	-18.5	31.9
7	 4.46	-18.8	17.1
8	 4.62	-19.1	9.32
9	 4.7	-19.3	5.09
10	 4.89	-19.5	2.8
11	 5.05	-19.9	1.57
12	 5.14	-20	0.863
13	 5.22	-20.3	0.475
14	 5.27	-20.4	0.262
15	 5.41	-20.7	0.143
16	 5.34	-20.8	0.0771
17	 5.35	-21	0.0412
18	 5.8	-21.6	0.022
19	 5.66	-21.7	0.0113
20	 5.67	-21.9	0.00575
21	 5.64	-22.1	0.00284
22	 5.67	-22.3	0.00136
23	 5.75	-22.6	0.000634
24	 5.64	-22.8	0.000282
25	 5.91	-23.2	0.000122
26	 5.56	-23.5	1.18e-05
0	 3.02	-16.7	1.7e+03
1	 3.37	-17.2	745
2	 3.79	-17.8	347
3	 3.97	-18	166
4	 4.19	-18.2	81.7
5	 4.41	-18.6	40.9
6	 4.59	-18.9	20.7
7	 4.66	-19.1	10.6
8	 4.76	-19.4	5.42
9	 4.98	-19.8	2.78
10	 4.83	-19.8	1.41
11	 4.83	-20.1	0.716
12	 4.89	-20.4	0.356
13	 4.89	-20.7	0.174
14	 4.17	-20.3	0.0823
15	 4.16	-20.6	0.0388
16	 4.32	-21	0.0176
17	 3.88	-23.1	0.00774
18	 3.17	-26.3	0.00325
19	 3.23	-26.6	0.00132
20	 1.98	-31.8	0.0005
21	 2.13	-31.6	0.000183
22	 1.42	-34.8	6.04e-05
23	 0	-46.4	5.41e-06
0	 3.53	-17.3	1.17e+03
1	 3.93	-17.6	485
2	 4.15	-17.9	212
3	 4.47	-18.5	96.3
4	 4.71	-18.9	43.8
5	 4.53	-18.9	19.7
6	 4.74	-19.4	8.98
7	 4.47	-19.4	3.98
8	 4.29	-21	1.75
9	 3.98	-23.7	0.743
10	 3.36	-27.2	0.307
11	 3.21	-28.7	0.125
12	 2.45	-32.7	0.0471
13	 0.622	-41.1	0.0165
14	 0.481	-41.5	0.00576
15	 0	-51.4	0.00177
16	 0	-59.4	0.000492
17	 0	-70.7	0.000119
18	 0	-94.6	6.03e-06
