0	 3.9	-43.2	1.77e+03
1	 3.47	-34.1	246
2	 2.98	-29.1	40
3	 2.62	-33.3	8.69
4	 2.12	-36.3	1.64
5	 1.71	-37	0.224
6	 1.58	-35.8	0.0282
7	 1.79	-33.5	0.00547
8	 2.18	-31.1	0.00136
9	 2.75	-28.5	0.000279
10	 3.91	-24.4	3.61e-05
0	 3.74	-52.4	1.66e+03
1	 3.54	-36.5	235
2	 2.87	-31.5	38
3	 2.39	-35.9	8.19
4	 1.83	-38.8	1.53
5	 1.47	-38.9	0.207
6	 1.46	-37	0.0257
7	 1.7	-34.7	0.00487
8	 2.13	-32.4	0.00117
9	 2.6	-30.6	0.000229
10	 3.48	-28	2.67e-05
0	 3.97	-48.6	1.57e+03
1	 3.49	-35.2	217
2	 2.69	-32	34.4
3	 2.31	-35.9	7.26
4	 1.9	-37.8	1.33
5	 1.79	-37.6	0.175
6	 1.88	-36.4	0.0204
7	 1.89	-36.4	0.00353
8	 2.02	-36.1	0.000758
9	 2.11	-36.4	0.000125
0	 4.31	-52	1.29e+03
1	 3.66	-37.7	169
2	 2.54	-36.9	25.7
3	 2.05	-39.3	5.17
4	 1.94	-40.4	0.883
5	 1.58	-43.1	0.0999
6	 0.977	-46.3	0.00875
7	 0.349	-49	0.00108
8	 0	-51	0.000161
9	 0	-56	1.68e-05
0	 4.23	-45.6	881
1	 3.18	-34.2	104
2	 2.99	-38	13.7
3	 2.58	-45.8	2.24
4	 1.29	-56.7	0.266
5	 0	-71.9	0.0151
6	 0	-102	0.000346
7	 1.34	-149	7.18e-06
0	 3.83	-44.8	465
1	 3.89	-43.2	41.4
2	 2.27	-66.9	3.22
3	 1.57	-95.3	0.267
4	 1.92	-125	0.0112
5	 8.38	-229	7.55e-05
0	 5.97	-61	101
1	 4.81	-121	3.04
2	 11.7	-247	0.0304
