0	 19.1	-42.4	5.97e+06
1	 2.56	-37.3	9.55e+05
2	 2.72	-29.9	1.83e+05
3	 2.58	-24.1	4.61e+04
4	 2.25	-20.3	1.03e+04
5	 2.03	-22.3	1.75e+03
6	 1.66	-25.5	291
7	 1.5	-25.9	72.9
8	 1.24	-27	23.1
9	 1.26	-25.9	6.56
10	 1.19	-25.8	1.44
11	 1.51	-23.6	0.374
12	 1.75	-22.4	0.0776
13	 2.55	-19.3	0.0107
14	 3.28	-19.7	0.00186
15	 4.29	-21.2	0.000276
0	 15.8	-51.5	5.65e+06
1	 2.17	-40.2	9.22e+05
2	 2.75	-30.5	1.78e+05
3	 2.72	-25.6	4.42e+04
4	 2.36	-22.1	9.77e+03
5	 1.94	-23.3	1.67e+03
6	 1.53	-26.7	274
7	 1.22	-28	67.8
8	 1.14	-27.5	21.5
9	 1.15	-26.8	6.06
10	 1.14	-26.3	1.31
11	 1.41	-24.7	0.334
12	 1.7	-23.4	0.0674
13	 2.31	-21.3	0.00869
14	 3.01	-19.7	0.00138
15	 3.77	-21.1	0.000181
0	 14.4	-51.2	5.39e+06
1	 2.35	-41.3	8.64e+05
2	 2.89	-28.8	1.68e+05
3	 2.69	-26.3	4.06e+04
4	 2.33	-21.1	8.95e+03
5	 1.81	-24.4	1.49e+03
6	 1.64	-25.2	243
7	 1.37	-26.8	59
8	 1.28	-27.2	18.3
9	 1.45	-25.9	5.03
10	 1.57	-25.3	1.05
11	 1.49	-26.1	0.247
12	 1.76	-25.2	0.045
13	 1.79	-26.1	0.0046
14	 2.06	-26	0.000545
15	 2.12	-27	4.76e-05
0	 11	-56.5	4.67e+06
1	 2.44	-41.5	7.45e+05
2	 2.97	-34	1.35e+05
3	 2.86	-27.1	3.26e+04
4	 2.34	-23.2	6.99e+03
5	 1.64	-26	1.11e+03
6	 1.45	-28	169
7	 1.45	-28.3	38.7
8	 1.37	-29.1	11.1
9	 1.25	-30.2	2.7
10	 0.984	-31.8	0.453
11	 0.54	-34	0.0828
12	 0.274	-35.1	0.0107
13	 0	-38.2	0.000596
14	 0	-42.2	3.56e-05
0	 6.8	-56.1	3.6e+06
1	 2.67	-40.8	5.4e+05
2	 3	-29.9	9.38e+04
3	 2.61	-25.4	2.1e+04
4	 2.03	-23	4.19e+03
5	 1.86	-29	576
6	 1.75	-32.4	68.7
7	 0.903	-39.4	11.2
8	 0	-46.2	2.17
9	 0	-54.2	0.307
10	 0	-67.7	0.0195
11	 0	-90	0.000959
0	 3.91	-51.3	2.47e+06
1	 2.99	-37.2	3.38e+05
2	 2.8	-28.9	5.17e+04
3	 2.78	-22.8	1.03e+04
4	 2.63	-32.4	1.56e+03
5	 1.3	-44.1	137
6	 0.795	-64.2	6.96
7	 1.78	-89.1	0.416
8	 4.38	-127	0.0232
0	 4.79	-44.4	1.32e+06
1	 3.75	-42.1	1.37e+05
2	 4.31	-35.4	1.4e+04
3	 3.29	-61.5	1.51e+03
4	 3.73	-86.9	95.5
5	 1.14	-85.2	1.89
