0	 3.3	-18.6	4.54e+03
1	 3.79	-19.4	2.16e+03
2	 3.74	-19.6	891
3	 4.13	-20.4	353
4	 4.34	-20.8	143
5	 4.46	-21.2	61.6
6	 5	-21.9	28.1
7	 5.3	-22.3	12.9
8	 5.53	-22.7	6.05
9	 5.68	-23	2.85
10	 6.28	-23.5	1.37
11	 7.31	-24.1	0.664
12	 7.75	-24.5	0.316
13	 8.66	-25.2	0.151
14	 9.73	-25.9	0.0725
15	 10.7	-26.7	0.0337
16	 9.97	-26.7	0.0149
17	 11.4	-27.7	0.00667
18	 12.3	-28.5	0.00285
0	 3.09	-20.6	4.09e+03
1	 3.68	-19.3	1.93e+03
2	 3.8	-19.8	796
3	 4.21	-20.5	311
4	 4.28	-20.8	124
5	 4.82	-21.6	53.5
6	 5.09	-22	23.7
7	 5.38	-22.5	10.7
8	 5.71	-23	4.91
9	 5.88	-23.3	2.24
10	 6.54	-24.1	1.05
11	 6.82	-24.5	0.483
12	 6.99	-24.8	0.217
13	 7.95	-25.6	0.0983
14	 7.53	-25.7	0.0429
15	 9.02	-26.7	0.0185
16	 9	-27.1	0.00748
17	 9.7	-27.7	0.00297
0	 3.59	-19.3	3.42e+03
1	 3.5	-21.1	1.54e+03
2	 3.87	-20.5	624
3	 4.35	-20.8	238
4	 4.6	-21.3	92
5	 4.98	-21.9	37.5
6	 5.13	-22.4	15.7
7	 5.53	-23	6.65
8	 5.91	-23.6	2.8
9	 5.79	-23.8	1.16
10	 5.79	-24.2	0.474
11	 6.03	-24.7	0.191
12	 6.31	-25.2	0.0735
13	 6.13	-25.4	0.0271
14	 6.73	-26.2	0.00978
15	 7.03	-26.7	0.00325
0	 3.87	-19.7	2.44e+03
1	 3.75	-24.6	1.05e+03
2	 4.5	-21.6	411
3	 4.39	-25.2	141
4	 5.08	-23.6	50.1
5	 4.65	-28.5	17.5
6	 4.63	-30.1	6.29
7	 4.49	-31.8	2.19
8	 4.08	-35	0.728
9	 2.47	-42.7	0.227
10	 3.21	-40.4	0.0694
11	 2.9	-41.6	0.0197
12	 0.475	-52.1	0.0048
0	 3.89	-29.4	1.34e+03
1	 3.97	-31.9	533
2	 3.64	-36.9	173
3	 3.18	-43.1	47.5
4	 2.76	-46.4	12.5
5	 0.99	-55.6	3.09
6	 0.506	-58.4	0.746
7	 0	-71.3	0.157
8	 0	-80.9	0.029
0	 3.16	-48.2	415
1	 1.63	-58.9	123
2	 0	-72.1	26.1
3	 0	-80.2	4.12
4	 0	-104	0.502
5	 1.15	-158	0.044
