F2CTEST 	0	20
   1	DIS_F2C	1e-5	4	0.0	0.0	0.0
   2	DIS_F2C	1e-4	4	0.0	0.0	0.0
   3	DIS_F2C	1e-3	4	0.0	0.0	0.0
   4	DIS_F2C	1e-2	4	0.0	0.0	0.0
   5	DIS_F2C	1e-1	4	0.0     0.0	0.0
   6	DIS_F2C	1e-5	10	0.0	0.0	0.0
   7	DIS_F2C	1e-4	10	0.0	0.0	0.0
   8	DIS_F2C	1e-3	10	0.0	0.0	0.0
   9	DIS_F2C	1e-2	10	0.0	0.0	0.0
  10	DIS_F2C	1e-1	10	0.0     0.0	0.0
  11	DIS_F2C	1e-5	24	0.0	0.0	0.0
  12	DIS_F2C	1e-4	24	0.0	0.0	0.0
  13	DIS_F2C	1e-3	24	0.0	0.0	0.0
  14	DIS_F2C	1e-2	24	0.0	0.0	0.0
  15	DIS_F2C	1e-1	24	0.0     0.0	0.0
  16	DIS_F2C	1e-5	100	0.0	0.0	0.0
  17	DIS_F2C	1e-4	100	0.0	0.0	0.0
  18	DIS_F2C	1e-3	100	0.0	0.0	0.0
  19	DIS_F2C	1e-2	100	0.0	0.0	0.0
  20	DIS_F2C	1e-1	100	0.0     0.0	0.0
 
