125 150 2270 0.3 3.1 -3.0	2.1
150 175 1020 0.4 2.7 -2.5	2.1
175 200 521 0.5 2.5 -2.4	2.1
200 250 225 0.6 2.5 -2.4	2.1
250 300 82.7 0.9 2.5 -2.4	2.1
300 350 35.7 1.4 2.8 -2.6	2.1
350 400 17.3 2.1 2.7 -2.6	2.1
400 470 8.04 2.5 2.8 -2.7	2.1
470 550 3.51 3.6 3.0 -2.9	2.1
550 650 1.33 5.2 3.1 -3.0	2.1
650 750 0.557 8.2 3.2 -3.2	2.1
750 900 0.227 10.8 3.7 -3.6	2.1
900 1100 0.0925 14.1 4.1 -3.7	2.1
1100 1500 0.0085 33.2 4.7 -3.8	2.1

# d#sigma/dE_{T}^{#gamma} [fb / GeV]
# |#eta^{#gamma}| < 0.6

# Correlation information:
# Systematics are already combined

# Columns:
# BinLowEdge, BinHighEdge, Cross Section(fb/GeV), statistical Uncertainty (%),
# Total systematic uncertainty %),
# ATLAS2015Luminosity (%) from [1701.06882] sec 7.1
# Datafiles from http://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/PAPERS/STDM-2016-08/
