125 150 2930 0.2 4.1 -3.9	2.1
150 175 1320 0.4 3.5 -3.3	2.1
175 200 665 0.5 3.5 -3.2	2.1
200 250 285 0.5 3.2 -3.1	2.1
250 300 105 0.8 3.1 -3.1	2.1
300 350 45.2 1.3 3.2 -3.3	2.1
350 400 21.1 1.9 3.3 -3.5	2.1
400 470 9.59 2.4 3.4 -3.7	2.1
470 550 4.01 3.4 3.5 -3.8	2.1
550 650 1.66 4.8 3.8 -3.9	2.1
650 750 0.623 7.7 4.0 -4.1	2.1
750 900 0.248 10.2 4.2 -4.3	2.1
900 1100 0.0569 17.7 4.8 -4.9	2.1
1100 1500 0.0072 67.6 5.0 -5.1	2.1

# d#sigma/dE_{T}^{#gamma} [fb / GeV]
# 0.6< |#eta^{#gamma}| < 1.37

# Correlation information:
# Systematics are already combined

# BinLowEdge, BinHighEdge, Cross Section(fb/GeV), statistical Uncertainty (%),
# Total systematic uncertainty %),
# ATLAS2015Luminosity (%) from [1701.06882] sec	7.1
# Datafiles from http://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/PAPERS/STDM-2016-08/
