coalition_labels,size,chi2,is_outlier
sbar|dbar|g|u,4,0.00017169,0
sbar|g|u,3,0.00017156,0
sbar|dbar|g|d|u,5,0.00017151,0
sbar|g|d|u,4,0.00017138,0
sbar|dbar|g,3,0.00017074,0
sbar|g,2,0.00017061,0
sbar|dbar|g|d,4,0.00017056,0
sbar|dbar|g|u|c,5,0.00017045,0
sbar|g|d,3,0.00017043,0
sbar|g|u|c,4,0.00017032,0
sbar|dbar|u,3,0.00017029,0
sbar|dbar|g|d|u|c,6,0.00017027,0
sbar|u,2,0.00017016,0
sbar|g|d|u|c,5,0.00017013,0
sbar|dbar|d|u,4,0.00017011,0
sbar|d|u,3,0.00016998,0
sbar|dbar|g|c,4,0.00016940,0
sbar|dbar,2,0.00016934,0
sbar|g|c,3,0.00016927,0
sbar|dbar|g|d|c,5,0.00016922,0
sbar,1,0.00016921,0
sbar|dbar|d,3,0.00016916,0
sbar|g|d|c,4,0.00016909,0
sbar|dbar|u|c,4,0.00016905,0
sbar|d,2,0.00016903,0
sbar|u|c,3,0.00016892,0
sbar|dbar|d|u|c,5,0.00016887,0
sbar|d|u|c,4,0.00016874,0
sbar|dbar|c,3,0.00016800,0
sbar|c,2,0.00016787,0
sbar|dbar|d|c,4,0.00016782,0
sbar|d|c,3,0.00016769,0
sbar|ubar|dbar|g|u,5,0.00015593,0
sbar|ubar|g|u,4,0.00015580,0
sbar|ubar|dbar|g|d|u,6,0.00015575,0
sbar|ubar|g|d|u,5,0.00015562,0
sbar|ubar|dbar|g,4,0.00015499,0
sbar|ubar|g,3,0.00015486,0
sbar|ubar|dbar|g|d,5,0.00015481,0
sbar|ubar|g|d,4,0.00015468,0
sbar|ubar|dbar|g|u|c,6,0.00015466,0
sbar|ubar|g|u|c,5,0.00015453,0
sbar|ubar|dbar|u,4,0.00015453,0
sbar|ubar|dbar|g|d|u|c,7,0.00015448,0
sbar|ubar|u,3,0.00015440,0
sbar|ubar|g|d|u|c,6,0.00015435,0
sbar|ubar|dbar|d|u,5,0.00015435,0
sbar|ubar|d|u,4,0.00015422,0
sbar|ubar|dbar|g|c,5,0.00015363,0
sbar|ubar|dbar,3,0.00015359,0
sbar|ubar|g|c,4,0.00015350,0
sbar|ubar,2,0.00015346,0
sbar|ubar|dbar|g|d|c,6,0.00015345,0
sbar|ubar|dbar|d,4,0.00015341,0
sbar|ubar|g|d|c,5,0.00015332,0
sbar|ubar|d,3,0.00015328,0
sbar|ubar|dbar|u|c,5,0.00015327,0
sbar|ubar|u|c,4,0.00015314,0
sbar|ubar|dbar|d|u|c,6,0.00015309,0
sbar|ubar|d|u|c,5,0.00015296,0
sbar|ubar|dbar|c,4,0.00015223,0
sbar|ubar|c,3,0.00015210,0
sbar|ubar|dbar|d|c,5,0.00015205,0
sbar|ubar|d|c,4,0.00015192,0
cbar|sbar|dbar|g|u,5,0.00014356,0
cbar|sbar|g|u,4,0.00014343,0
cbar|sbar|dbar|g|d|u,6,0.00014338,0
cbar|sbar|g|d|u,5,0.00014325,0
cbar|sbar|dbar|g,4,0.00014263,0
cbar|sbar|g,3,0.00014250,0
cbar|sbar|dbar|g|d,5,0.00014245,0
cbar|sbar|g|d,4,0.00014232,0
cbar|sbar|dbar|g|u|c,6,0.00014229,0
cbar|sbar|g|u|c,5,0.00014216,0
cbar|sbar|dbar|u,4,0.00014216,0
cbar|sbar|dbar|g|d|u|c,7,0.00014211,0
cbar|sbar|u,3,0.00014203,0
cbar|sbar|g|d|u|c,6,0.00014198,0
cbar|sbar|dbar|d|u,5,0.00014198,0
cbar|sbar|d|u,4,0.00014185,0
cbar|sbar|dbar|g|c,5,0.00014126,0
cbar|sbar|dbar,3,0.00014123,0
cbar|sbar|g|c,4,0.00014113,0
cbar|sbar,2,0.00014110,0
cbar|sbar|dbar|g|d|c,6,0.00014108,0
cbar|sbar|dbar|d,4,0.00014105,0
cbar|sbar|g|d|c,5,0.00014095,0
cbar|sbar|d,3,0.00014092,0
cbar|sbar|dbar|u|c,5,0.00014089,0
cbar|sbar|u|c,4,0.00014076,0
cbar|sbar|dbar|d|u|c,6,0.00014072,0
cbar|sbar|d|u|c,5,0.00014058,0
cbar|sbar|dbar|c,4,0.00013986,0
cbar|sbar|c,3,0.00013973,0
cbar|sbar|dbar|d|c,5,0.00013969,0
cbar|sbar|d|c,4,0.00013956,0
cbar|sbar|ubar|dbar|g|u,6,0.00012797,0
cbar|sbar|ubar|g|u,5,0.00012784,0
cbar|sbar|ubar|dbar|g|d|u,7,0.00012779,0
cbar|sbar|ubar|g|d|u,6,0.00012766,0
cbar|sbar|ubar|dbar|g,5,0.00012705,0
cbar|sbar|ubar|g,4,0.00012692,0
