player,coalition_without,v_without,v_with,delta_v,is_outlier
s,sbar|dbar|u|c,0.00016905,-0.00077631,-0.00094536,0
s,sbar|dbar|g|u|c,0.00017045,-0.00077489,-0.00094534,0
s,sbar|u|c,0.00016892,-0.00077631,-0.00094523,0
s,sbar|g|u|c,0.00017032,-0.00077490,-0.00094521,0
s,sbar|dbar|d|u|c,0.00016887,-0.00077610,-0.00094497,0
s,sbar|dbar|g|d|u|c,0.00017027,-0.00077468,-0.00094494,0
s,sbar|d|u|c,0.00016874,-0.00077610,-0.00094484,0
s,sbar|g|d|u|c,0.00017013,-0.00077468,-0.00094482,0
s,sbar|dbar|c,0.00016800,-0.00077486,-0.00094286,0
s,sbar|dbar|g|c,0.00016940,-0.00077344,-0.00094284,0
s,sbar|c,0.00016787,-0.00077486,-0.00094273,0
s,sbar|g|c,0.00016927,-0.00077344,-0.00094271,0
s,sbar|dbar|d|c,0.00016782,-0.00077465,-0.00094247,0
s,sbar|dbar|g|d|c,0.00016922,-0.00077323,-0.00094244,0
s,sbar|d|c,0.00016769,-0.00077465,-0.00094234,0
s,sbar|g|d|c,0.00016909,-0.00077323,-0.00094232,0
s,sbar|dbar|u,0.00017029,-0.00076959,-0.00093988,0
s,sbar|dbar|g|u,0.00017169,-0.00076817,-0.00093986,0
s,sbar|u,0.00017016,-0.00076959,-0.00093975,0
s,sbar|g|u,0.00017156,-0.00076817,-0.00093973,0
s,sbar|dbar|d|u,0.00017011,-0.00076938,-0.00093949,0
s,sbar|dbar|g|d|u,0.00017151,-0.00076796,-0.00093946,0
s,sbar|d|u,0.00016998,-0.00076938,-0.00093936,0
s,sbar|g|d|u,0.00017138,-0.00076796,-0.00093934,0
s,sbar|dbar,0.00016934,-0.00076804,-0.00093738,0
s,sbar|dbar|g,0.00017074,-0.00076662,-0.00093736,0
s,sbar,0.00016921,-0.00076804,-0.00093726,0
s,sbar|g,0.00017061,-0.00076662,-0.00093723,0
s,sbar|dbar|d,0.00016916,-0.00076783,-0.00093699,0
s,sbar|dbar|g|d,0.00017056,-0.00076641,-0.00093697,0
s,sbar|d,0.00016903,-0.00076783,-0.00093686,0
s,sbar|g|d,0.00017043,-0.00076641,-0.00093684,0
s,sbar|ubar|dbar|u|c,0.00015327,-0.00077859,-0.00093186,0
s,sbar|ubar|dbar|g|u|c,0.00015466,-0.00077717,-0.00093183,0
s,sbar|ubar|u|c,0.00015314,-0.00077860,-0.00093173,0
s,sbar|ubar|g|u|c,0.00015453,-0.00077718,-0.00093171,0
s,sbar|ubar|dbar|d|u|c,0.00015309,-0.00077838,-0.00093146,0
s,sbar|ubar|dbar|g|d|u|c,0.00015448,-0.00077696,-0.00093144,0
s,sbar|ubar|d|u|c,0.00015296,-0.00077838,-0.00093134,0
s,sbar|ubar|g|d|u|c,0.00015435,-0.00077696,-0.00093132,0
s,sbar|ubar|dbar|c,0.00015223,-0.00077713,-0.00092936,0
s,sbar|ubar|dbar|g|c,0.00015363,-0.00077571,-0.00092934,0
s,sbar|ubar|c,0.00015210,-0.00077713,-0.00092923,0
s,sbar|ubar|g|c,0.00015350,-0.00077571,-0.00092921,0
s,sbar|ubar|dbar|d|c,0.00015205,-0.00077692,-0.00092897,0
s,sbar|ubar|dbar|g|d|c,0.00015345,-0.00077550,-0.00092894,0
s,sbar|ubar|d|c,0.00015192,-0.00077692,-0.00092884,0
s,sbar|ubar|g|d|c,0.00015332,-0.00077550,-0.00092882,0
s,sbar|ubar|dbar|u,0.00015453,-0.00077185,-0.00092638,0
s,sbar|ubar|dbar|g|u,0.00015593,-0.00077043,-0.00092636,0
s,sbar|ubar|u,0.00015440,-0.00077185,-0.00092625,0
s,sbar|ubar|g|u,0.00015580,-0.00077043,-0.00092623,0
s,sbar|ubar|dbar|d|u,0.00015435,-0.00077163,-0.00092599,0
s,sbar|ubar|dbar|g|d|u,0.00015575,-0.00077021,-0.00092596,0
s,sbar|ubar|d|u,0.00015422,-0.00077164,-0.00092586,0
s,sbar|ubar|g|d|u,0.00015562,-0.00077022,-0.00092584,0
s,sbar|ubar|dbar,0.00015359,-0.00077029,-0.00092388,0
s,sbar|ubar|dbar|g,0.00015499,-0.00076887,-0.00092386,0
s,sbar|ubar,0.00015346,-0.00077029,-0.00092375,0
s,sbar|ubar|g,0.00015486,-0.00076887,-0.00092373,0
s,sbar|ubar|dbar|d,0.00015341,-0.00077007,-0.00092349,0
s,sbar|ubar|dbar|g|d,0.00015481,-0.00076865,-0.00092346,0
s,sbar|ubar|d,0.00015328,-0.00077008,-0.00092336,0
s,sbar|ubar|g|d,0.00015468,-0.00076866,-0.00092334,0
s,cbar|sbar|dbar|u|c,0.00014089,-0.00077844,-0.00091933,0
s,cbar|sbar|dbar|g|u|c,0.00014229,-0.00077702,-0.00091931,0
s,cbar|sbar|u|c,0.00014076,-0.00077844,-0.00091921,0
s,cbar|sbar|g|u|c,0.00014216,-0.00077703,-0.00091919,0
s,cbar|sbar|dbar|d|u|c,0.00014072,-0.00077823,-0.00091894,0
s,cbar|sbar|dbar|g|d|u|c,0.00014211,-0.00077681,-0.00091892,0
s,cbar|sbar|d|u|c,0.00014058,-0.00077823,-0.00091882,0
s,cbar|sbar|g|d|u|c,0.00014198,-0.00077681,-0.00091879,0
s,cbar|sbar|dbar|c,0.00013986,-0.00077697,-0.00091684,0
s,cbar|sbar|dbar|g|c,0.00014126,-0.00077555,-0.00091681,0
s,cbar|sbar|c,0.00013973,-0.00077698,-0.00091671,0
s,cbar|sbar|g|c,0.00014113,-0.00077556,-0.00091669,0
s,cbar|sbar|dbar|d|c,0.00013969,-0.00077676,-0.00091644,0
s,cbar|sbar|dbar|g|d|c,0.00014108,-0.00077534,-0.00091642,0
s,cbar|sbar|d|c,0.00013956,-0.00077676,-0.00091632,0
s,cbar|sbar|g|d|c,0.00014095,-0.00077534,-0.00091630,0
s,cbar|sbar|dbar|u,0.00014216,-0.00077170,-0.00091386,0
s,cbar|sbar|dbar|g|u,0.00014356,-0.00077028,-0.00091383,0
s,cbar|sbar|u,0.00014203,-0.00077170,-0.00091373,0
s,cbar|sbar|g|u,0.00014343,-0.00077028,-0.00091371,0
s,cbar|sbar|dbar|d|u,0.00014198,-0.00077148,-0.00091346,0
s,cbar|sbar|dbar|g|d|u,0.00014338,-0.00077006,-0.00091344,0
s,cbar|sbar|d|u,0.00014185,-0.00077149,-0.00091334,0
s,cbar|sbar|g|d|u,0.00014325,-0.00077007,-0.00091332,0
s,cbar|sbar|dbar,0.00014123,-0.00077013,-0.00091136,0
s,cbar|sbar|dbar|g,0.00014263,-0.00076871,-0.00091134,0
s,cbar|sbar,0.00014110,-0.00077013,-0.00091123,0
s,cbar|sbar|g,0.00014250,-0.00076871,-0.00091121,0
s,cbar|sbar|dbar|d,0.00014105,-0.00076991,-0.00091096,0
s,cbar|sbar|dbar|g|d,0.00014245,-0.00076849,-0.00091094,0
s,cbar|sbar|d,0.00014092,-0.00076992,-0.00091084,0
s,cbar|sbar|g|d,0.00014232,-0.00076850,-0.00091082,0
s,cbar|sbar|ubar|dbar|u|c,0.00012528,-0.00078055,-0.00090583,0
s,cbar|sbar|ubar|dbar|g|u|c,0.00012668,-0.00077913,-0.00090581,0
s,cbar|sbar|ubar|u|c,0.00012515,-0.00078055,-0.00090571,0
s,cbar|sbar|ubar|g|u|c,0.00012655,-0.00077913,-0.00090568,0
s,cbar|sbar|ubar|dbar|d|u|c,0.00012511,-0.00078033,-0.00090544,0
s,cbar|sbar|ubar|dbar|g|d|u|c,0.00012650,-0.00077891,-0.00090542,0
s,cbar|sbar|ubar|d|u|c,0.00012498,-0.00078034,-0.00090531,0
s,cbar|sbar|ubar|g|d|u|c,0.00012637,-0.00077892,-0.00090529,0
s,cbar|sbar|ubar|dbar|c,0.00012427,-0.00077907,-0.00090333,0
s,cbar|sbar|ubar|dbar|g|c,0.00012566,-0.00077765,-0.00090331,0
s,cbar|sbar|ubar|c,0.00012414,-0.00077907,-0.00090321,0
s,cbar|sbar|ubar|g|c,0.00012553,-0.00077765,-0.00090319,0
s,cbar|sbar|ubar|dbar|d|c,0.00012409,-0.00077885,-0.00090294,0
s,cbar|sbar|ubar|dbar|g|d|c,0.00012549,-0.00077743,-0.00090292,0
s,cbar|sbar|ubar|d|c,0.00012396,-0.00077886,-0.00090282,0
s,cbar|sbar|ubar|g|d|c,0.00012536,-0.00077744,-0.00090279,0
s,cbar|sbar|ubar|dbar|u,0.00012657,-0.00077378,-0.00090035,0
s,cbar|sbar|ubar|dbar|g|u,0.00012797,-0.00077236,-0.00090033,0
s,cbar|sbar|ubar|u,0.00012644,-0.00077379,-0.00090023,0
s,cbar|sbar|ubar|g|u,0.00012784,-0.00077237,-0.00090021,0
s,cbar|sbar|ubar|dbar|d|u,0.00012639,-0.00077357,-0.00089996,0
s,cbar|sbar|ubar|dbar|g|d|u,0.00012779,-0.00077215,-0.00089994,0
s,cbar|sbar|ubar|d|u,0.00012627,-0.00077357,-0.00089984,0
s,cbar|sbar|ubar|g|d|u,0.00012766,-0.00077215,-0.00089981,0
s,cbar|sbar|ubar|dbar,0.00012565,-0.00077220,-0.00089786,0
s,cbar|sbar|ubar|dbar|g,0.00012705,-0.00077078,-0.00089783,0
s,cbar|sbar|ubar,0.00012552,-0.00077221,-0.00089773,0
s,cbar|sbar|ubar|g,0.00012692,-0.00077079,-0.00089771,0
s,cbar|sbar|ubar|dbar|d,0.00012548,-0.00077199,-0.00089746,0
