coalition_labels,size,chi2,is_outlier
sbar|dbar|g|u|c,5,0.00028768,0
sbar|g|u|c,4,0.00028763,0
sbar|dbar|g|d|u|c,6,0.00028762,0
sbar|g|d|u|c,5,0.00028758,0
sbar|dbar|g|u,4,0.00028735,0
sbar|g|u,3,0.00028731,0
sbar|dbar|g|d|u,5,0.00028730,0
sbar|dbar|g|c,4,0.00028728,0
sbar|g|d|u,4,0.00028726,0
sbar|g|c,3,0.00028723,0
sbar|dbar|g|d|c,5,0.00028722,0
sbar|g|d|c,4,0.00028718,0
sbar|dbar|u|c,4,0.00028717,0
sbar|u|c,3,0.00028713,0
sbar|dbar|d|u|c,5,0.00028712,0
sbar|d|u|c,4,0.00028707,0
sbar|dbar|g,3,0.00028696,0
sbar|g,2,0.00028692,0
sbar|dbar|g|d,4,0.00028691,0
sbar|g|d,3,0.00028686,0
sbar|dbar|u,3,0.00028685,0
sbar|u,2,0.00028680,0
sbar|dbar|d|u,4,0.00028679,0
sbar|dbar|c,3,0.00028677,0
sbar|d|u,3,0.00028675,0
sbar|c,2,0.00028673,0
sbar|dbar|d|c,4,0.00028672,0
sbar|d|c,3,0.00028668,0
sbar|dbar,2,0.00028645,0
sbar,1,0.00028641,0
sbar|dbar|d,3,0.00028640,0
sbar|d,2,0.00028636,0
sbar|ubar|dbar|g|u|c,6,0.00028271,0
sbar|ubar|g|u|c,5,0.00028266,0
sbar|ubar|dbar|g|d|u|c,7,0.00028265,0
sbar|ubar|g|d|u|c,6,0.00028261,0
sbar|ubar|dbar|g|u,5,0.00028238,0
sbar|ubar|g|u,4,0.00028234,0
sbar|ubar|dbar|g|d|u,6,0.00028233,0
sbar|ubar|dbar|g|c,5,0.00028231,0
sbar|ubar|g|d|u,5,0.00028229,0
sbar|ubar|g|c,4,0.00028227,0
sbar|ubar|dbar|g|d|c,6,0.00028225,0
sbar|ubar|g|d|c,5,0.00028221,0
sbar|ubar|dbar|u|c,5,0.00028220,0
sbar|ubar|u|c,4,0.00028216,0
sbar|ubar|dbar|d|u|c,6,0.00028215,0
sbar|ubar|d|u|c,5,0.00028211,0
sbar|ubar|dbar|g,4,0.00028199,0
sbar|ubar|g,3,0.00028195,0
sbar|ubar|dbar|g|d,5,0.00028194,0
sbar|ubar|g|d,4,0.00028190,0
sbar|ubar|dbar|u,4,0.00028188,0
sbar|ubar|u,3,0.00028184,0
sbar|ubar|dbar|d|u,5,0.00028183,0
sbar|ubar|dbar|c,4,0.00028180,0
sbar|ubar|d|u,4,0.00028178,0
sbar|ubar|c,3,0.00028176,0
sbar|ubar|dbar|d|c,5,0.00028175,0
sbar|ubar|d|c,4,0.00028171,0
sbar|ubar|dbar,3,0.00028149,0
sbar|ubar,2,0.00028145,0
