coalition_labels,size,chi2,is_outlier
cbar|ubar|g|d|s,5,0.08625664,1
cbar|ubar|g|d|s|c,6,0.08067756,1
cbar|sbar|ubar|g|d|s,6,0.07826340,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.07499249,0
cbar|sbar|ubar|g|d|s|c,7,0.07480389,0
cbar|ubar|g|d|u|s,6,0.07355627,0
cbar|ubar|d|s,4,0.07241513,0
cbar|sbar|ubar|g|d|u|s|c,8,0.07221444,0
cbar|sbar|ubar|g|d|u|s,7,0.07207796,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.07203143,0
cbar|ubar|g|d|u|s|c,7,0.07156593,0
ubar|g|d|s,4,0.07065042,0
cbar|ubar|dbar|g|d|s,6,0.06977152,0
cbar|sbar|ubar|dbar|g|d|s,7,0.06970762,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.06907113,0
cbar|ubar|dbar|g|d|s|c,7,0.06701121,0
cbar|ubar|d|s|c,5,0.06666190,0
sbar|ubar|dbar|g|d|u|s|c,8,0.06653275,0
cbar|ubar|dbar|g|d|u|s|c,8,0.06640717,0
ubar|g|d|s|c,5,0.06577440,0
cbar|ubar|dbar|g|d|u|s,7,0.06557730,0
sbar|ubar|g|d|s,5,0.06421606,0
cbar|sbar|ubar|d|s,5,0.06324175,0
sbar|ubar|dbar|g|d|u|s,7,0.06286741,0
sbar|ubar|g|d|s|c,6,0.06146220,0
sbar|ubar|g|d|u|s|c,7,0.06107032,0
cbar|ubar|g|d,4,0.06065691,0
sbar|ubar|g|d|u|s,6,0.06022897,0
ubar|g|d|u|s,5,0.06014864,0
cbar|sbar|ubar|d|s|c,6,0.05960520,0
cbar|ubar|d|u|s,5,0.05900961,0
ubar|g|d|u|s|c,6,0.05886059,0
sbar|ubar|dbar|g|d|s|c,7,0.05841161,0
sbar|ubar|dbar|g|d|s,6,0.05834305,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.05831236,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.05829616,0
ubar|d|s,3,0.05784052,0
ubar|dbar|g|d|s,5,0.05684858,0
cbar|ubar|d|u|s|c,6,0.05684190,0
ubar|dbar|g|d|u|s|c,7,0.05638674,0
cbar|sbar|ubar|d|u|s,6,0.05634302,0
cbar|sbar|ubar|d|u|s|c,7,0.05629914,0
cbar|ubar|g|d|c,5,0.05603597,0
cbar|sbar|ubar|dbar|d|u|s,7,0.05551662,0
cbar|ubar|dbar|d|s,5,0.05515764,0
ubar|dbar|g|d|u|s,6,0.05485515,0
ubar|dbar|g|d|s|c,6,0.05479076,0
cbar|sbar|ubar|g|d,5,0.05448282,0
cbar|sbar|ubar|dbar|g|d|u,7,0.05439164,0
cbar|sbar|ubar|dbar|d|s,6,0.05390831,0
cbar|sbar|ubar|dbar|d|s|c,7,0.05309372,0
ubar|d|s|c,4,0.05278959,0
sbar|ubar|dbar|g|d|u|c,7,0.05231701,0
cbar|ubar|dbar|d|s|c,6,0.05222217,0
cbar|sbar|ubar|g|d|u|c,7,0.05199062,0
cbar|sbar|ubar|g|d|c,6,0.05198349,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.05197163,0
sbar|dbar|g|u|c,5,0.05193228,0
cbar|sbar|dbar|g|d|u|s|c,8,0.05183983,0
cbar|ubar|dbar|d|u|s|c,7,0.05090771,0
cbar|sbar|ubar|g|d|u,6,0.05089441,0
sbar|ubar|dbar|d|u|s|c,7,0.05086125,0
cbar|ubar|g|d|u,5,0.05055761,0
cbar|ubar|dbar|d|u|s,6,0.05025635,0
sbar|ubar|d|s,4,0.05022350,0
cbar|sbar|ubar|dbar|g|d|c,7,0.04979306,0
sbar|dbar|g|d|u|s|c,7,0.04962091,0
cbar|ubar|g|d|u|c,6,0.04952498,0
cbar|sbar|ubar|dbar|g|d,6,0.04946945,0
cbar|ubar|d,3,0.04914118,0
sbar|ubar|dbar|g|u|s|c,7,0.04839221,0
sbar|dbar|g|u|s|c,6,0.04795322,0
cbar|ubar|dbar|g|d|u|c,7,0.04791398,0
cbar|ubar|dbar|g|d,5,0.04771822,0
sbar|ubar|dbar|g|d|u,6,0.04769326,0
ubar|g|d,3,0.04752447,0
sbar|ubar|dbar|d|u|s,6,0.04737823,0
sbar|ubar|d|s|c,5,0.04729182,0
cbar|sbar|dbar|g|u|c,6,0.04682165,0
cbar|sbar|ubar|dbar|g|u|s,7,0.04665823,0
ubar|d|u|s,4,0.04663107,0
sbar|dbar|u|c,4,0.04652966,0
cbar|sbar|dbar|g|d|u|s,7,0.04642447,0
sbar|ubar|d|u|s|c,6,0.04618076,0
cbar|ubar|dbar|g|d|u,6,0.04612644,0
cbar|ubar|dbar|g|d|c,6,0.04591601,0
sbar|ubar|d|u|s,5,0.04552055,0
cbar|sbar|dbar|g|u|s|c,7,0.04529707,0
ubar|d|u|s|c,5,0.04516487,0
cbar|sbar|ubar|dbar|g|u|c,7,0.04509467,0
cbar|ubar|d|c,4,0.04434526,0
sbar|ubar|dbar|g|u|c,6,0.04397676,0
cbar|sbar|ubar|dbar|d|u|c,7,0.04394033,0
sbar|dbar|g|d|u|c,6,0.04380299,0
ubar|g|d|c,4,0.04360537,0
sbar|ubar|dbar|d|s,5,0.04357200,0
cbar|sbar|dbar|g|d|u|c,7,0.04356483,0
sbar|dbar|g|d|u|s,6,0.04350048,0
sbar|ubar|dbar|d|s|c,6,0.04346168,0
sbar|ubar|g|d|u|c,6,0.04331275,0
ubar|dbar|d|s,4,0.04326553,0
sbar|ubar|g|d,4,0.04290688,0
sbar|dbar|g|u,4,0.04250439,0
sbar|ubar|dbar|g|u|s,6,0.04237402,0
ubar|dbar|d|u|s|c,6,0.04191472,0
cbar|sbar|ubar|d,4,0.04178818,0
sbar|ubar|dbar|g|d|c,6,0.04160195,0
sbar|ubar|g|d|u,5,0.04151293,0
cbar|sbar|ubar|g|u|s|c,7,0.04113946,0
sbar|ubar|g|d|c,5,0.04111193,0
ubar|dbar|d|s|c,5,0.04103177,0
cbar|ubar|g|s,4,0.04090615,0
cbar|sbar|g|d|u|s|c,7,0.04082543,0
cbar|g|d|s,4,0.04080950,0
sbar|ubar|dbar|g|d,5,0.04057454,0
ubar|dbar|d|u|s,5,0.04056243,0
cbar|sbar|dbar|u|c,5,0.04040524,0
ubar|dbar|g|d|u|c,6,0.04036036,0
sbar|dbar|u|s|c,5,0.04023553,0
cbar|sbar|ubar|dbar|d|u,6,0.04020200,0
ubar|g|d|u,4,0.03961988,0
sbar|dbar|g|u|s,5,0.03948372,0
cbar|sbar|ubar|dbar|u|s|c,7,0.03942719,0
ubar|g|d|u|c,5,0.03928833,0
cbar|sbar|ubar|d|c,5,0.03911096,0
sbar|ubar|dbar|d|u|c,6,0.03896693,0
cbar|sbar|dbar|d|u|s|c,7,0.03896160,0
cbar|sbar|ubar|dbar|g|s|c,7,0.03889431,0
cbar|sbar|ubar|dbar|g|u,6,0.03882154,0
cbar|sbar|dbar|g|d|s|c,7,0.03880233,0
cbar|dbar|g|d|u|s|c,7,0.03876157,0
cbar|sbar|ubar|g|u|s,6,0.03865025,0
cbar|ubar|dbar|g|u|s|c,7,0.03861733,0
cbar|sbar|ubar|d|u|c,6,0.03839971,0
cbar|ubar|d|u,4,0.03833493,0
cbar|sbar|g|d|u|s,6,0.03823399,0
cbar|sbar|dbar|g|u,5,0.03809802,0
ubar|dbar|g|d|u,5,0.03787231,0
sbar|dbar|d|u|s|c,6,0.03776149,0
cbar|sbar|ubar|g|s,5,0.03768010,0
cbar|g|d|s|c,5,0.03767732,0
cbar|ubar|g|s|c,5,0.03767501,0
cbar|sbar|dbar|g|u|s,6,0.03753312,0
cbar|sbar|ubar|d|u,5,0.03748470,0
cbar|sbar|g|d|s,5,0.03730588,0
sbar|dbar|u,3,0.03728863,0
ubar|dbar|g|d,4,0.03726732,0
cbar|sbar|dbar|g|d|u,6,0.03718981,0
cbar|sbar|ubar|dbar|g|s,6,0.03717770,0
cbar|ubar|d|u|c,5,0.03712409,0
ubar|d,2,0.03703747,0
sbar|ubar|dbar|g|u,5,0.03700011,0
cbar|sbar|dbar|g|d|s,6,0.03698277,0
sbar|ubar|dbar|u|s|c,6,0.03687000,0
sbar|dbar|g|d|u,5,0.03672418,0
cbar|sbar|ubar|g|s|c,6,0.03657408,0
cbar|sbar|dbar|u|s|c,6,0.03656288,0
cbar|sbar|g|d|s|c,6,0.03630311,0
ubar|dbar|g|d|c,5,0.03616637,0
cbar|sbar|ubar|dbar|d|c,6,0.03614185,0
cbar|sbar|ubar|dbar|d,5,0.03599719,0
sbar|g|d|u|s|c,6,0.03592153,0
cbar|ubar|g|u|s|c,6,0.03571894,0
cbar|g|d|u|s|c,6,0.03568221,0
cbar|dbar|g|d|u|s,6,0.03548714,0
cbar|ubar|dbar|g|u|s,6,0.03544057,0
cbar|ubar|dbar|d,4,0.03543012,0
cbar|ubar|g|u|s,5,0.03536205,0
cbar|g|d|u|s,5,0.03522737,0
dbar|g|d|u|s|c,6,0.03498109,0
sbar|ubar|g|u|s|c,6,0.03487529,0
cbar|sbar|ubar|dbar|u|c,6,0.03487360,0
sbar|ubar|dbar|u|c,5,0.03477514,0
cbar|ubar|dbar|d|u|c,6,0.03473752,0
sbar|ubar|dbar|d|u,5,0.03452638,0
sbar|dbar|g|d|s|c,6,0.03438242,0
cbar|sbar|ubar|dbar|u|s,6,0.03429630,0
sbar|dbar|d|u|c,5,0.03425904,0
cbar|sbar|dbar|d|u|s,6,0.03373050,0
ubar|dbar|g|u|s|c,6,0.03347698,0
cbar|ubar|dbar|d|c,5,0.03345191,0
cbar|ubar|dbar|d|u,5,0.03312934,0
sbar|ubar|dbar|g|s|c,6,0.03311486,0
cbar|sbar|dbar|d|u|c,6,0.03300486,0
ubar|d|c,3,0.03294264,0
sbar|g|d|u|s,5,0.03262439,0
cbar|dbar|g|d|s,5,0.03255878,0
cbar|ubar|dbar|g|s,5,0.03247736,0
cbar|dbar|g|d|s|c,6,0.03224473,0
cbar|ubar|dbar|g|s|c,6,0.03206466,0
sbar|dbar|u|s,4,0.03195204,0
cbar|sbar|dbar|u,4,0.03186767,0
sbar|dbar|g|d|s,5,0.03185700,0
sbar|dbar|d|u|s,5,0.03182611,0
sbar|ubar|g|u|s,5,0.03168071,0
g|d|s,3,0.03144032,0
sbar|ubar|d,3,0.03123846,0
cbar|ubar|s,3,0.03122281,0
sbar|ubar|dbar|u|s,5,0.03103514,0
dbar|g|d|u|s,5,0.03100412,0
cbar|d|s,3,0.03080102,0
