70.0    65    75    10.7    0.0795    -0.0795    0.03531    -0.03531    0.21293    -0.21079    0.06099    -0.05992    0.01712    -0.01712    0.20865    -0.11556    0.02675    -0.03103    0.01819    -0.03959    0.00749    -0.00856    0.0428    -0.06099    0.02675    -0.02461    0    -0.00214    0.21079    -0.20544    0    0    0    -0.00428    0.06741    -0.06099    0.00642    -0.00428    0.02461    -0.01926    0.19688    -0.17869    0.00321    -0.00856    0.00107    0    0.16157    -0.18618    0.01177    -0.03959    0.00749    -0.00749    0.01712    -0.01819    0.00107    -0.00214    0.01284    -0.01391    0.00749    -0.01177    0.00321    -0.00321    0.12305    -0.12305    0.2033    -0.2033
80.0    75    85    5.77    0.0596    -0.0596    0.008655    -0.008655    0.090012    -0.089435    0.035197    -0.035197    0.020195    -0.020195    0.089435    -0.044429    0.012694    -0.015579    0.009232    -0.022503    0.000577    -0.012117    0.033466    -0.030581    0.016733    -0.006924    0.009809    -0.001731    0.096359    -0.114823    0    0    0.003462    -0.001154    0.04616    -0.031735    0.009809    0    0.010963    -0.017887    0.08655    -0.089435    0.003462    -0.004039    0.001154    0    0.15002    -0.144827    0.030004    -0.009232    0.001731    -0.009809    0.001731    -0.010963    0.008078    -0.004616    0.006347    -0.020195    0.00577    -0.014425    0.001154    -0.001154    0.046737    -0.046737    0.10963    -0.10963
95.0    85    105    2.69    0.0242    -0.0242    0.001345    -0.001345    0.030128    -0.029859    0.017216    -0.016947    0.006187    -0.006187    0.030128    -0.015333    0.004842    -0.005649    0.004573    -0.008339    0.002959    -0.003228    0.017216    -0.01614    0.001614    -0.006725    0.000538    -0.001345    0.058642    -0.054069    0    0    0.000538    -0.000538    0.018023    -0.019368    0.001883    -0.002152    0.006994    -0.004035    0.041964    -0.047344    0    -0.000538    0    0    0.086618    -0.089308    0.01076    -0.007263    0.004035    0    0.006725    -0.004035    0.002152    -0.000807    0.001076    -0.008877    0.003766    -0.00269    0.000269    -0.000269    0.011029    -0.011029    0.05111    -0.05111
115.0    105    125    1.02    0.0092    -0.0092    0.000204    -0.000204    0.008466    -0.008364    0.003672    -0.003672    0.00204    -0.00204    0.00867    -0.004386    0.001224    -0.001326    0.001836    -0.003162    0.00102    -0.003774    0.005406    -0.006426    0.003978    -0.002142    0.00051    -0.000102    0.025398    -0.020196    0    0    0    -0.000102    0.008976    -0.011526    0.00204    -0.000306    0.00255    -0.004488    0.014076    -0.023256    0.000102    -0.000204    0    0    0.042534    -0.04131    0.001428    -0.003672    0.00102    -0.001326    0.001428    -0.00255    0.001122    -0.001632    0.001632    -0.00255    0.00255    -0.001734    0.000102    -0.000102    0.00153    -0.00153    0.01938    -0.01938
137.5    125    150    0.438    0.00215    -0.00215    0    0    0.0027594    -0.0027594    0.0014892    -0.0014454    0.0011388    -0.0011388    0.0032412    -0.0013578    0.0003504    -0.0002628    0.000657    -0.0007446    0.0006132    -0.0004818    0.0038106    -0.0033288    0.0016644    -0.0017082    0.0003066    -0.000219    0.0102054    -0.0109938    0    0    8.76e-05    -8.76e-05    0.0047304    -0.0051246    0.0004818    -0.0005256    0.0018834    -0.00219    0.0090666    -0.0084096    0.0001752    -0.0001752    0    0    0.0209364    -0.0214182    0.002409    -0.0020148    0.000438    -0.0005694    0.0010074    -0.0009636    0.0006132    -0.0007008    0.000876    -0.001095    0.0001752    -0.000219    0    0    0.000219    -0.000219    0.008322    -0.008322
162.5    150    175    0.189    0.0014    -0.0014    0    0    0.0008505    -0.0008316    0.000567    -0.000567    0.0006804    -0.0006804    0.0012852    -0.0004536    7.56e-05    -7.56e-05    0.0002457    -0.0004725    0.0002646    -0.0001701    0.0001701    -0.0008694    0.0006993    -0.0001323    1.89e-05    -5.67e-05    0.0045927    -0.0041202    0    0    3.78e-05    0    0.0017577    -0.0016254    0.0001701    -0.0001512    0.0001701    -0.0004347    0.0017766    -0.0034965    7.56e-05    -0.0001323    0    0    0.0116235    -0.0114912    0.0001512    -0.0001323    0.0001701    -0.0002079    0.0001701    -0.0003024    0.0001323    -0.0002646    0.0006615    -0.0005859    0.0002835    -0.0003213    0    0    1.89e-05    -1.89e-05    0.003591    -0.003591
187.5    175    200    0.0898    0.000957    -0.000957    0    0    0.0003592    -0.0003592    0.00037716    -0.00036818    0.00039512    -0.00039512    0.00057472    -0.00018858    6.286e-05    -6.286e-05    9.878e-05    -0.00027838    8.98e-06    -1.796e-05    0.00045798    -0.00073636    0.0001347    -0.00045798    5.388e-05    -9.878e-05    0.0022899    -0.00241562    0    0    0    0    0.00086208    -0.00084412    6.286e-05    -4.49e-05    0.00028736    -0.00014368    0.00144578    -0.00173314    4.49e-05    -8.98e-06    0    0    0.00614232    -0.00598966    0.00029634    -0.00046696    0.00017062    -8.98e-05    0.0002245    -0.00014368    5.388e-05    -9.878e-05    9.878e-05    -0.00037716    3.592e-05    -8.082e-05    0    0    8.98e-06    -8.98e-06    0.0017062    -0.0017062
225.0    200    250    0.0348    0.000296    -0.000296    0    0    0.00011136    -0.00011136    0.00014616    -0.00014616    8.7e-05    -8.7e-05    0.00021228    -5.568e-05    5.22e-05    -1.392e-05    5.916e-05    -0.00018792    3.48e-05    -6.96e-05    0.0003132    -0.00035496    0.00024708    -0.00016704    3.48e-06    -2.088e-05    0.00091524    -0.00096396    0    0    0    -3.48e-06    0.00050808    -0.00056028    8.004e-05    -3.48e-05    6.96e-05    -0.00011484    0.00072384    -0.00080388    6.96e-06    -1.392e-05    0    0    0.00259608    -0.00257868    0.00014964    -0.00016356    0    -3.48e-05    5.22e-05    -7.308e-05    4.872e-05    -9.744e-05    0.00011832    -0.00010092    5.568e-05    -4.176e-05    0    0    0    0    0.0006612    -0.0006612
275.0    250    300    0.0109    0.000142    -0.000142    0    0    2.398e-05    -2.398e-05    6.431e-05    -6.322e-05    2.834e-05    -2.834e-05    6.431e-05    -7.63e-06    2.398e-05    -7.63e-06    2.507e-05    -6.976e-05    2.725e-05    -1.308e-05    8.502e-05    -8.284e-05    3.706e-05    -6.758e-05    1.308e-05    -2.289e-05    0.00036842    -0.00032591    0    0    3.27e-06    0    0.00018203    -0.00021255    1.744e-05    -1.853e-05    1.199e-05    -2.289e-05    0.0002507    -0.00027795    6.54e-06    -1.417e-05    0    0    0.00088835    -0.00091233    2.18e-05    -4.142e-05    2.398e-05    -1.853e-05    3.488e-05    -1.308e-05    1.09e-05    -6.54e-06    1.308e-05    -4.796e-05    0    0    0    0    0    0    0.0002071    -0.0002071
325.0    300    350    0.00376    8.34e-05    -8.34e-05    0    0    6.768e-06    -6.768e-06    2.1808e-05    -2.1432e-05    1.88e-05    -1.88e-05    2.0304e-05    -7.52e-07    1.0152e-05    -3.76e-06    2.82e-05    -2.82e-05    4.136e-06    0    2.7448e-05    -2.1432e-05    6.392e-06    -1.3536e-05    3.384e-06    -3.76e-07    0.00015604    -0.000188    0    0    3.384e-06    -3.008e-06    3.9856e-05    -0.00010904    3.76e-07    -5.64e-06    2.0304e-05    -3.76e-06    8.836e-05    -8.836e-05    3.384e-06    -3.76e-07    0    0    0.000336896    -0.000338024    1.3912e-05    -1.504e-06    9.776e-06    -3.76e-07    1.2032e-05    -5.64e-06    3.76e-06    -6.392e-06    3.384e-06    -1.88e-05    0    0    0    0    0    0    7.144e-05    -7.144e-05
