ATLAS_hxsec_RunII	16	16
   1	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	9.600000000000e-01	1.100000000000e-01	1.400436123096e-04	1.458787628225e-02	-1.975401617168e-03	-2.057710017883e-01	1.839556951105e-03	1.916205157401e-01	-1.005268518854e-03	-1.047154707140e-01	-3.416669442684e-04	-3.559030669462e-02	3.994111874218e-03	4.160533202311e-01	-8.514067309776e-02	-8.868820114350e+00	-3.397715814183e-03	-3.539287306440e-01	1.267140072758e-02	1.319937575790e+00	2.105449495651e-02	2.193176557970e+00	-9.182931778439e-03	-9.565553935874e-01	1.055029658971e-03	1.098989228095e-01	1.126523598595e-03	1.173462081870e-01	1.094180903617e-02	1.139771774601e+00	-1.494326755186e-03	-1.556590369986e-01	-1.616959075725e-03	-1.684332370547e-01	
   2	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.040000000000e+00	1.400000000000e-01	2.114435597828e-04	2.033111151758e-02	7.745968251338e-05	7.448046395517e-03	-1.032982919817e-04	-9.932528075168e-03	-5.009583345665e-05	-4.816907063140e-03	-1.391445128262e-03	-1.337928007945e-01	2.806019192607e-03	2.698095377507e-01	-5.259034843626e-03	-5.056764272718e-01	5.567315130737e-02	5.353187625709e+00	1.395821995082e-02	1.342136533733e+00	-5.097800504818e-03	-4.901731254633e-01	7.826650090136e-03	7.525625086669e-01	3.463984179797e-04	3.330754019036e-02	-1.332221215864e-02	-1.280981938331e+00	1.341815124732e-03	1.290206850704e-01	-2.252532996688e-04	-2.165897112200e-02	-1.200234517474e-03	-1.154071651417e-01	
   3	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.080000000000e+00	1.100000000000e-01	-9.337056609352e-04	-8.645422786437e-02	4.207819985023e-03	3.896129615762e-01	-1.651991140553e-03	-1.529621426438e-01	-5.651681502489e-03	-5.233038428230e-01	-5.350578287466e-03	-4.954239155061e-01	-4.332820716344e-03	-4.011871033652e-01	6.348490797586e-04	5.878232219987e-02	-1.862911042473e-04	-1.724917631919e-02	2.744133051813e-03	2.540863936864e-01	3.268685495399e-03	3.026560643888e-01	-1.053309363876e-03	-9.752864480331e-02	1.470379266980e-01	1.361462284240e+01	-3.661189075520e-03	-3.389989884740e-01	-1.659542914679e-03	-1.536613809888e-01	2.714236453552e-02	2.513181901437e+00	-2.563170896172e-03	-2.373306385345e-01	
   4	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	9.600000000000e-01	3.700000000000e-01	8.776996458580e-03	9.142704644354e-01	-3.056710532497e-01	-3.184073471352e+01	2.881944581678e-01	3.002025605914e+01	-1.664148725836e-02	-1.733488256079e+00	-2.206967770476e-02	-2.298924760913e+00	-1.795432777418e-01	-1.870242476477e+01	8.190962212175e-04	8.532252304349e-02	-1.130085038942e-04	-1.177171915565e-02	4.190030395213e-02	4.364614995014e+00	1.584259457553e-02	1.650270268285e+00	-2.256549022513e-03	-2.350571898452e-01	-1.029678246163e-03	-1.072581506420e-01	-3.730311720314e-03	-3.885741375327e-01	-7.279847424042e-04	-7.583174400044e-02	2.100293702738e-03	2.187805940352e-01	-1.087652038294e-04	-1.132970873223e-02	
   5	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.390000000000e+00	3.100000000000e-01	4.667639584664e-04	3.358014089686e-02	1.903559807148e-03	1.369467487157e-01	-1.747090005512e-03	-1.256899284541e-01	-1.656805436489e-03	-1.191946357186e-01	-1.130862382382e-02	-8.135700592677e-01	-6.174784559082e-02	-4.442291049700e+00	-7.517299939494e-03	-5.408129452874e-01	-4.547078131863e-04	-3.271279231556e-02	-1.480264017961e-01	-1.064938142418e+01	-8.453629071261e-02	-6.081747533281e+00	1.838938153942e-01	1.322977089167e+01	-6.528244642807e-04	-4.696578879717e-02	-4.163011371537e-03	-2.994972209739e-01	-1.392731601911e-02	-1.001965181231e+00	2.213923473989e-02	1.592750700712e+00	3.994395079288e-03	2.873665524667e-01	
   6	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	2.680000000000e+00	9.400000000000e-01	1.030708397812e-04	3.845926857507e-03	-4.382375436883e-03	-1.635214715255e-01	4.356047555714e-03	1.625390878998e-01	-1.163967392567e-03	-4.343161912563e-02	-5.066639231834e-03	-1.890537026804e-01	-4.930865245673e-02	-1.839875091669e+00	2.010224807592e-04	7.500838834299e-03	3.838775632678e-03	1.432378967417e-01	-2.233895380472e-01	-8.335430524149e+00	8.109506002680e-02	3.025935075627e+00	-1.172439791950e-01	-4.374775343096e+00	-1.087309393513e-05	-4.057124602659e-04	1.261133926963e-02	4.705723608070e-01	-1.828810447525e-04	-6.823919580316e-03	1.782583946905e-03	6.651432637707e-02	-9.804939432793e-04	-3.658559489848e-02	
   7	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	5.900000000000e-01	2.900000000000e-01	3.964791356071e-04	6.719985349274e-02	-2.624273110553e-03	-4.447920526361e-01	2.516882162132e-03	4.265901969716e-01	-3.846413142354e-04	-6.519344309075e-02	-4.340967004689e-03	-7.357571194388e-01	-9.057046111586e-03	-1.535092561286e+00	1.129173881228e-04	1.913854035979e-02	-9.840588991158e-05	-1.667896439179e-02	-1.740057577713e-02	-2.949250131716e+00	-6.328113406232e-03	-1.072561594277e+00	2.005636115899e-02	3.399383247286e+00	1.913930904037e-02	3.243950684809e+00	-1.123387217778e-03	-1.904046131827e-01	4.300083116184e-03	7.288276468109e-01	-2.069629526225e-01	-3.507846654619e+01	-4.556811965928e-03	-7.723410111742e-01	
   8	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.160000000000e+00	4.200000000000e-01	-6.447390158641e-04	-5.558094964345e-02	2.282749239438e-01	1.967887275377e+01	-2.050719092577e-01	-1.767861286704e+01	-1.326762135072e-02	-1.143760461269e+00	-3.519822569063e-02	-3.034329800916e+00	-2.473841880358e-01	-2.132622310653e+01	2.397159714512e-04	2.066516995269e-02	-8.427174636782e-05	-7.264805721364e-03	5.344806339109e-02	4.607591671646e+00	1.464737519355e-02	1.262704758064e+00	-1.163408684467e-02	-1.002938521093e+00	-3.042444881828e-03	-2.622797311921e-01	-2.379708120010e-03	-2.051472517250e-01	3.615400944237e-04	3.116724951929e-02	-1.255452307387e-04	-1.082286471885e-02	-2.247406329287e-04	-1.937419249385e-02	
   9	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	3.010000000000e+00	1.630000000000e+00	8.561194656260e-04	2.844250716365e-02	1.169554199520e-02	3.885562124652e-01	1.009643376712e-03	3.354296932597e-02	-3.888008632143e-01	-1.291697219981e+01	2.415512491896e-02	8.024958444838e-01	1.420459822197e-02	4.719135621917e-01	1.892879750491e-04	6.288637044820e-03	1.241807999138e-05	4.125607970558e-04	-2.367912262257e-03	-7.866818147032e-02	-7.099721924056e-04	-2.358711602676e-02	4.569524770665e-04	1.518114541749e-02	-1.883647655978e-03	-6.257965634478e-02	-7.394575013997e-06	-2.456669439866e-04	-4.894829303396e-05	-1.626189137341e-03	-4.505918924499e-04	-1.496983031395e-02	2.448650706057e-05	8.135052179591e-04	
  10	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.090000000000e+00	5.300000000000e-01	5.660938212042e-04	5.193521295451e-02	-9.292137679052e-03	-8.524896953259e-01	9.223534818058e-03	8.461958548677e-01	-1.144422639974e-03	-1.049929027499e-01	-6.872894320203e-03	-6.305407633214e-01	-2.279411427312e-02	-2.091203144323e+00	-4.417937521721e-03	-4.053153689652e-01	-3.249345944955e-04	-2.981051325647e-02	-1.961215815366e-02	-1.799280564556e+00	-2.176449021200e-01	-1.996742221284e+01	-1.147778441425e-01	-1.053007744426e+01	1.556550423382e-03	1.428027911360e-01	-5.628617219353e-03	-5.163869008581e-01	2.789297242197e-02	2.558988295593e+00	-6.887898102746e-04	-6.319172571326e-02	-1.736258478089e-04	-1.592897686321e-02	
