CDFWASYM	7	13
   1	EWK_RAP_ASY	1.000000000000e-01	6.463838404000e+03	1.960000000000e+03	1.990000000000e-02	3.100000000000e-03	2.000000000000e-04	1.005025125628e+00	4.000000000000e-04	2.010050251256e+00	1.000000000000e-04	5.025125628141e-01	1.100000000000e-03	5.527638190955e+00	3.000000000000e-04	1.507537688442e+00	2.000000000000e-04	1.005025125628e+00	3.000000000000e-04	1.507537688442e+00	
   2	EWK_RAP_ASY	3.000000000000e-01	6.463838404000e+03	1.960000000000e+03	5.710000000000e-02	3.200000000000e-03	1.000000000000e-04	1.751313485114e-01	9.000000000000e-04	1.576182136602e+00	4.000000000000e-04	7.005253940455e-01	2.200000000000e-03	3.852889667250e+00	8.000000000000e-04	1.401050788091e+00	7.000000000000e-04	1.225919439580e+00	8.000000000000e-04	1.401050788091e+00	
   3	EWK_RAP_ASY	5.000000000000e-01	6.463838404000e+03	1.960000000000e+03	8.130000000000e-02	3.300000000000e-03	2.000000000000e-04	2.460024600246e-01	1.100000000000e-03	1.353013530135e+00	6.000000000000e-04	7.380073800738e-01	2.200000000000e-03	2.706027060271e+00	1.300000000000e-03	1.599015990160e+00	1.700000000000e-03	2.091020910209e+00	1.500000000000e-03	1.845018450185e+00	
   4	EWK_RAP_ASY	7.000000000000e-01	6.463838404000e+03	1.960000000000e+03	1.168000000000e-01	3.200000000000e-03	3.000000000000e-04	2.568493150685e-01	1.500000000000e-03	1.284246575342e+00	7.000000000000e-04	5.993150684932e-01	3.400000000000e-03	2.910958904110e+00	1.400000000000e-03	1.198630136986e+00	3.000000000000e-03	2.568493150685e+00	2.200000000000e-03	1.883561643836e+00	
   5	EWK_RAP_ASY	8.900000000000e-01	6.463838404000e+03	1.960000000000e+03	1.456000000000e-01	3.400000000000e-03	3.000000000000e-04	2.060439560440e-01	2.000000000000e-03	1.373626373626e+00	7.000000000000e-04	4.807692307692e-01	4.200000000000e-03	2.884615384615e+00	1.100000000000e-03	7.554945054945e-01	4.700000000000e-03	3.228021978022e+00	2.400000000000e-03	1.648351648352e+00	
   6	EWK_RAP_ASY	1.090000000000e+00	6.463838404000e+03	1.960000000000e+03	2.040000000000e-01	3.800000000000e-03	4.000000000000e-04	1.960784313725e-01	1.800000000000e-03	8.823529411765e-01	8.000000000000e-04	3.921568627451e-01	3.300000000000e-03	1.617647058824e+00	9.000000000000e-04	4.411764705882e-01	6.900000000000e-03	3.382352941176e+00	2.700000000000e-03	1.323529411765e+00	
   7	EWK_RAP_ASY	1.290000000000e+00	6.463838404000e+03	1.960000000000e+03	2.354000000000e-01	4.300000000000e-03	5.000000000000e-04	2.124044180119e-01	1.800000000000e-03	7.646559048428e-01	1.500000000000e-03	6.372132540357e-01	6.700000000000e-03	2.846219201359e+00	6.000000000000e-04	2.548853016143e-01	7.800000000000e-03	3.313508920986e+00	2.800000000000e-03	1.189464740867e+00	
   8	EWK_RAP_ASY	1.490000000000e+00	6.463838404000e+03	1.960000000000e+03	2.613000000000e-01	5.000000000000e-03	4.000000000000e-04	1.530807500957e-01	1.400000000000e-03	5.357826253349e-01	1.400000000000e-03	5.357826253349e-01	1.100000000000e-02	4.209720627631e+00	4.000000000000e-04	1.530807500957e-01	8.500000000000e-03	3.252965939533e+00	2.800000000000e-03	1.071565250670e+00	
   9	EWK_RAP_ASY	1.690000000000e+00	6.463838404000e+03	1.960000000000e+03	3.027000000000e-01	5.500000000000e-03	8.000000000000e-04	2.642880740007e-01	1.200000000000e-03	3.964321110010e-01	2.600000000000e-03	8.589362405021e-01	9.200000000000e-03	3.039312851008e+00	3.000000000000e-04	9.910802775025e-02	8.900000000000e-03	2.940204823257e+00	2.900000000000e-03	9.580442682524e-01	
  10	EWK_RAP_ASY	1.910000000000e+00	6.463838404000e+03	1.960000000000e+03	3.553000000000e-01	6.200000000000e-03	2.200000000000e-03	6.191950464396e-01	1.300000000000e-03	3.658879819871e-01	3.100000000000e-03	8.725021108922e-01	8.200000000000e-03	2.307908809457e+00	6.000000000000e-04	1.688713763017e-01	8.000000000000e-03	2.251618350690e+00	3.400000000000e-03	9.569377990431e-01	
  11	EWK_RAP_ASY	2.150000000000e+00	6.463838404000e+03	1.960000000000e+03	4.363000000000e-01	8.300000000000e-03	4.400000000000e-03	1.008480403392e+00	2.100000000000e-03	4.813201925281e-01	5.300000000000e-03	1.214760485904e+00	5.900000000000e-03	1.352280540912e+00	1.700000000000e-03	3.896401558561e-01	8.500000000000e-03	1.948200779280e+00	4.200000000000e-03	9.626403850562e-01	
  12	EWK_RAP_ASY	2.400000000000e+00	6.463838404000e+03	1.960000000000e+03	5.374000000000e-01	1.100000000000e-02	4.500000000000e-03	8.373650911798e-01	1.900000000000e-03	3.535541496092e-01	6.200000000000e-03	1.153703014514e+00	4.000000000000e-03	7.443245254931e-01	2.700000000000e-03	5.024190547079e-01	8.600000000000e-03	1.600297729810e+00	5.000000000000e-03	9.304056568664e-01	
  13	EWK_RAP_ASY	2.630000000000e+00	6.463838404000e+03	1.960000000000e+03	6.415000000000e-01	2.300000000000e-02	1.400000000000e-03	2.182385035074e-01	1.000000000000e-03	1.558846453624e-01	6.000000000000e-03	9.353078721746e-01	4.300000000000e-03	6.703039750585e-01	2.800000000000e-03	4.364770070148e-01	6.500000000000e-03	1.013250194856e+00	5.300000000000e-03	8.261886204209e-01	
