ATLASCMS_hxsec_RunI	22	22
   1	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.106500000000e+00	2.150000000000e-01	4.633425530167e-05	4.187460940052e-03	2.453563115332e-04	2.217409051362e-02	-6.070297780234e-04	-5.486035047659e-02	2.587205765601e-04	2.338188672030e-02	-5.728155740735e-05	-5.176823986204e-03	-8.878552059159e-05	-8.023996438462e-03	8.592262257111e-03	7.765261868153e-01	-9.129067372526e-05	-8.250399794420e-03	-4.009755339505e-05	-3.623818652965e-03	2.530150812886e-04	2.286625226286e-02	-6.066780554605e-02	-5.482856353010e+00	6.570901852862e-04	5.938456261059e-02	1.353475747101e-03	1.223204470945e-01	-1.312061822671e-02	-1.185776613349e+00	-1.044105139319e-03	-9.436106094162e-02	-9.678614923185e-04	-8.747053703737e-02	1.976987130087e-02	1.786703235505e+00	8.340003953289e-04	7.537283283587e-02	-3.412824470716e-03	-3.084342043123e-01	-3.273018919435e-05	-2.957992697184e-03	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   2	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.152000000000e+00	3.187737821288e-01	-3.987590422326e-04	-3.461450019381e-02	2.379128965123e-04	2.065216115558e-02	8.710967710593e-03	7.561603915445e-01	9.756701170799e-04	8.469358655208e-02	3.918466166429e-04	3.401446325025e-02	1.327773033001e-03	1.152580757813e-01	1.872571461016e-05	1.625496059910e-03	-9.059731179276e-04	-7.864349982011e-02	-5.262003025511e-04	-4.567710959645e-02	4.755879066629e-04	4.128367245338e-02	1.109632598784e-03	9.632227420000e-02	2.181152746064e-04	1.893361758736e-02	7.575063146453e-02	6.575575647962e+00	5.105966546762e-05	4.432262627398e-03	-4.676458773212e-03	-4.059426018413e-01	-2.909901670860e-03	-2.525956311510e-01	-2.714756903171e-03	-2.356559811781e-01	-1.332902434709e-02	-1.157033363463e+00	-2.197679219798e-02	-1.907707656074e+00	2.069110528612e-04	1.796102889420e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   3	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	8.415000000000e-01	1.230000000000e-01	-5.056219398189e-05	-6.008579201650e-03	-7.700862604029e-03	-9.151351876446e-01	-2.580759542167e-03	-3.066856259260e-01	3.257382485528e-04	3.870923928138e-02	-2.264550459891e-05	-2.691087890542e-03	4.313002696987e-03	5.125374565641e-01	-1.893837462076e-04	-2.250549568718e-02	8.683887825357e-03	1.031953395764e+00	-3.400812923318e-06	-4.041370081186e-04	4.028532296656e-04	4.787322990678e-02	3.474679288992e-04	4.129149481868e-02	1.323314599328e-04	1.572566368779e-02	-3.194975660726e-03	-3.796762520173e-01	7.485221992145e-04	8.895094464818e-02	-1.114485466064e-01	-1.324403405899e+01	-2.821567499952e-02	-3.353021390317e+00	-2.775271485904e-03	-3.298005330843e-01	-3.093977082527e-03	-3.676740442694e-01	5.157628016857e-03	6.129088552414e-01	6.898453827663e-04	8.197806093480e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   4	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.045000000000e+00	3.600000000000e-01	-5.139387865153e-05	-4.918074512108e-03	5.686254078673e-03	5.441391462845e-01	1.395927270591e-02	1.335815569944e+00	-1.277325627445e-01	-1.222321174588e+01	1.229247407660e-02	1.176313308765e+00	-1.549707003611e-01	-1.482973209197e+01	-1.853413554335e-03	-1.773601487402e-01	2.896172503514e-02	2.771456941162e+00	-3.852674511382e-01	-3.686769867351e+01	-6.299442882324e-04	-6.028175007009e-02	4.478523543296e-05	4.285668462484e-03	9.278681008104e-05	8.879120581918e-03	-1.035430543775e-04	-9.908426256218e-03	-7.747253747638e-05	-7.413639949893e-03	2.642116747242e-04	2.528341384921e-02	3.588588811813e-03	3.434056279247e-01	4.382949867937e-03	4.194210399940e-01	-2.858141625582e-02	-2.735063756538e+00	1.631747362613e-02	1.561480729773e+00	7.306507496913e-04	6.991873202788e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   5	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.310500000000e+00	4.992070050425e-01	-1.433934118241e-04	-1.094188567906e-02	4.464564403084e-04	3.406764138179e-02	9.236270382011e-05	7.047898040451e-03	-8.425126396764e-05	-6.428940401957e-03	3.644226460275e-04	2.780790889183e-02	-5.464241135517e-04	-4.169584994671e-02	-1.565935094176e-03	-1.194914226765e-01	-1.026729140277e-04	-7.834636705661e-03	-1.630780882150e-03	-1.244395942122e-01	4.337983681275e-04	3.310174499256e-02	-7.618460927842e-03	-5.813400173859e-01	-1.479796688718e-03	-1.129184806347e-01	1.572151110272e-04	1.199657466823e-02	-5.689378614128e-03	-4.341380094718e-01	1.788766852793e-03	1.364949906747e-01	8.074363897297e-03	6.161284927354e-01	-1.531985844922e-01	-1.169008656941e+01	-8.204105537827e-03	-6.260286560722e-01	2.609918874529e-02	1.991544352941e+00	1.291670538458e-03	9.856318492622e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   6	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	3.150000000000e-01	4.109746798770e+00	4.825099739922e-04	1.531777695213e-01	7.920236642320e-05	2.514360838832e-02	-1.024766834357e-02	-3.253228045577e+00	-1.095838996887e-03	-3.478853958371e-01	-5.755822704936e-04	-1.827245303154e-01	-1.812034607361e-03	-5.752490817018e-01	-2.009887413610e-04	-6.380594963842e-02	7.801350391855e-04	2.476619172018e-01	-5.980993947830e-04	-1.898728237406e-01	-8.501649244016e-05	-2.698936267942e-02	1.153404607130e-04	3.661601927396e-02	-4.527802440113e-05	-1.437397600036e-02	1.165385109023e-02	3.699635266740e+00	2.417769075996e-05	7.675457384114e-03	-5.304073762982e-04	-1.683832940629e-01	1.642807243353e-02	5.215261090008e+00	1.698902357396e-02	5.393340817129e+00	8.474561521164e-02	2.690336990846e+01	1.446104839169e-01	4.590809013235e+01	5.359681487098e-04	1.701486186380e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   7	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.200000000000e+00	3.602319437060e-01	5.080610700060e-05	4.233842250050e-03	-3.418622656156e-04	-2.848852213463e-02	-5.200631065024e-04	-4.333859220853e-02	2.660946112686e-04	2.217455093905e-02	-3.241294326006e-03	-2.701078605005e-01	1.072379758856e-04	8.936497990463e-03	-4.197559736065e-04	-3.497966446721e-02	1.293140155273e-04	1.077616796061e-02	-2.161764920094e-03	-1.801470766745e-01	1.039096821679e-03	8.659140180660e-02	8.625433259367e-05	7.187861049473e-03	2.035544466354e-03	1.696287055295e-01	-3.083672329845e-04	-2.569726941538e-02	-6.991856915042e-05	-5.826547429202e-03	-1.682308803939e-02	-1.401924003283e+00	1.898946964480e-01	1.582455803733e+01	2.328893613241e-03	1.940744677701e-01	9.926086669438e-03	8.271738891198e-01	-2.345189905667e-02	-1.954324921389e+00	-1.562901773548e-03	-1.302418144623e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   8	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.275000000000e+00	3.329243428165e-01	-6.312915929398e-05	-4.951306611293e-03	-3.869266226287e-05	-3.034718608852e-03	-1.510505282699e-03	-1.184710025646e-01	1.456416339721e-02	1.142287325272e+00	-4.067992157448e-03	-3.190582084273e-01	1.758037805618e-02	1.378853180877e+00	2.898942872093e-05	2.273680683995e-03	-3.137758351377e-03	-2.460986942257e-01	8.030185729920e-02	6.298184886212e+00	1.040102529647e-03	8.157666899194e-02	6.366562741050e-05	4.993382542000e-03	1.325458299755e-03	1.039575137063e-01	-9.485467773317e-05	-7.439582567308e-03	-1.946321926942e-04	-1.526527001523e-02	1.216492176191e-03	9.541115107380e-02	2.294054115123e-02	1.799258129508e+00	1.885269439615e-02	1.478642697737e+00	-1.409868275014e-01	-1.105779039227e+01	8.229001654970e-02	6.454118945074e+00	3.783432740219e-03	2.967398227623e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   9	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	5.200000000000e-01	1.454782033650e+00	2.134414920849e-08	4.104644078555e-06	-3.886550748887e-05	-7.474136055552e-03	4.209735627308e-06	8.095645437130e-04	-1.177595182709e-04	-2.264606120594e-02	2.616255680409e-06	5.031260923864e-04	-5.968843670415e-05	-1.147854552003e-02	1.125962270747e-01	2.165312059129e+01	8.807781166588e-04	1.693804070498e-01	-4.042150365185e-04	-7.773366086893e-02	-7.522955587266e-05	-1.446722228320e-02	-6.431846076557e-03	-1.236893476261e+00	-2.758318154630e-02	-5.304457989673e+00	1.377141511008e-04	2.648349059630e-02	1.196451161684e-01	2.300867618622e+01	5.892834242261e-04	1.133237354281e-01	8.471076224560e-04	1.629053120108e-01	-4.758356898431e-03	-9.150686343137e-01	-6.156314304327e-04	-1.183906596986e-01	9.392862045479e-04	1.806319624131e-01	1.466203135253e-04	2.819621413948e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
  10	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.665000000000e+00	9.833578778456e-01	7.984035906737e-05	4.795216760803e-03	-1.169014180945e-01	-7.021106191864e+00	-4.186088113625e-03	-2.514167035210e-01	8.537261218825e-03	5.127484215510e-01	9.675741101288e-03	5.811255916689e-01	-1.638714082565e-01	-9.842126622010e+00	4.351109656266e-03	2.613279072833e-01	-5.721640022382e-01	-3.436420433863e+01	-3.526131996436e-03	-2.117796994857e-01	-3.769435619027e-04	-2.263925296713e-02	2.496551136447e-05	1.499430111980e-03	-1.081810962189e-04	-6.497363136272e-03	-1.202675697424e-04	-7.223277462008e-03	-2.080214539468e-05	-1.249378101782e-03	-1.620806445970e-03	-9.734573249066e-02	-3.306679275886e-04	-1.985993559091e-02	3.672732180744e-05	2.205845153600e-03	-1.268448407768e-04	-7.618308755361e-03	2.931736654405e-04	1.760802795438e-02	-7.587952320323e-05	-4.557328720915e-03	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
