CMS_hxsec_RunII	24	24
   1	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	2.510000000000e+00	1.960000000000e+00	1.439618805135e+00	5.735533088189e+01	6.205883567109e-03	2.472463572554e-01	9.416349130333e-05	3.751533518061e-03	-1.508767269568e-04	-6.011024978358e-03	3.977631228147e-03	1.584713636712e-01	1.397410297007e-02	5.567371701221e-01	2.265888384171e-02	9.027443761637e-01	-1.238449181636e-02	-4.934060484606e-01	5.817516910750e-04	2.317735821016e-02	6.639145480879e-05	2.645077880828e-03	-9.282617484672e-04	-3.698253977957e-02	-2.932553623795e-03	-1.168348057289e-01	-4.751313593871e-05	-1.892953623056e-03	-1.033404385551e-02	-4.117148946420e-01	5.757545010566e-03	2.293842633692e-01	-3.205745664252e-04	-1.277189507670e-02	-5.578048264336e-03	-2.222329985791e-01	-2.442666603384e-04	-9.731739455712e-03	-9.663093428904e-07	-3.849838019484e-05	-1.547881212134e-04	-6.166857418860e-03	-4.312724432981e-04	-1.718216905570e-02	-1.344600820531e-04	-5.356975380603e-03	1.279551569688e-18	5.097815018675e-17	6.897952687810e-20	2.748188321837e-18	
   2	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.050000000000e+00	2.500000000000e-01	6.136048047244e-02	5.843855283090e+00	-4.075073857181e-02	-3.881022721125e+00	-7.093147708038e-05	-6.755378769560e-03	4.477336865860e-03	4.264130348438e-01	-8.393886407774e-02	-7.994177531213e+00	-3.501520243136e-01	-3.334781183939e+01	8.376724371885e-03	7.977832735128e-01	2.623910252913e-01	2.498962145632e+01	1.250533624694e-04	1.190984404471e-02	1.654000376661e-04	1.575238453963e-02	-1.731387106747e-03	-1.648940101664e-01	-1.117609914405e-02	-1.064390394671e+00	1.866147663753e-05	1.777283489289e-03	5.899772500404e-02	5.618830952765e+00	-1.249707296650e-02	-1.190197425381e+00	-1.347339371980e-02	-1.283180354267e+00	-6.022323947516e-02	-5.735546616682e+00	2.947089702737e-03	2.806752097845e-01	-8.457158182544e-08	-8.054436364327e-06	5.525679132926e-04	5.262551555167e-02	-7.709055122341e-04	-7.341957259372e-02	1.181781548411e-04	1.125506236582e-02	-3.285032149433e-18	-3.128602047079e-16	-2.359491576630e-17	-2.247134834886e-15	
   3	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.350000000000e+00	1.200000000000e-01	2.770906132496e-02	2.052523061108e+00	-1.324381896949e-04	-9.810236273700e-03	-3.395137166297e-03	-2.514916419480e-01	1.244904982683e-04	9.221518390244e-03	-2.892683981018e-03	-2.142728874828e-01	-1.338025125354e-02	-9.911297224845e-01	5.403382440465e-03	4.002505511455e-01	1.636524008806e-02	1.212240006523e+00	2.386547559599e-04	1.767813007110e-02	-1.397839009702e-03	-1.035436303483e-01	-6.278148391817e-03	-4.650480290235e-01	1.433286803407e-01	1.061693928450e+01	2.093975816392e-04	1.551093197328e-02	1.737602097562e-02	1.287112664860e+00	6.039773181309e-03	4.473906060229e-01	7.208642481441e-02	5.339735171438e+00	-2.696194037970e-02	-1.997180768867e+00	-5.242802976907e-03	-3.883557760672e-01	1.087135167155e-05	8.052853090033e-04	7.531498623379e-05	5.578887869169e-03	2.761075484390e-02	2.045241099548e+00	2.551828264917e-05	1.890243159198e-03	-8.222768371487e-17	-6.090939534435e-15	1.412565141398e-17	1.046344549183e-15	
   4	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.220000000000e+00	2.000000000000e-01	9.513042738469e-03	7.797576015139e-01	-4.872772644241e-07	-3.994075937903e-05	-2.367810605290e-05	-1.940828364992e-03	-2.688454933035e-03	-2.203651584455e-01	6.191750688180e-05	5.075205482114e-03	-2.502657363590e-03	-2.051358494746e-01	7.424815513593e-03	6.085914355404e-01	-2.739849760157e-04	-2.245778491932e-02	4.169964091614e-03	3.418003353782e-01	-4.243278125222e-03	-3.478096823953e-01	1.091712051388e-01	8.948459437607e+00	8.469107795182e-03	6.941891635395e-01	-2.679136837878e-04	-2.196013801540e-02	-7.531899717632e-04	-6.173688293141e-02	4.061268751138e-03	3.328908812408e-01	-5.248456913463e-04	-4.302013863495e-02	-1.688329054787e-02	-1.383876274416e+00	4.370193159700e-02	3.582125540737e+00	8.031821412316e-06	6.583460174030e-04	-1.182019418573e-04	-9.688683758793e-03	-1.713827356725e-03	-1.404776521905e-01	2.602939325917e-04	2.133556824522e-02	-3.249356853653e-18	-2.663407257092e-16	1.211289236578e-17	9.928600299823e-16	
   5	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.160000000000e+00	1.700000000000e-01	5.195433721526e-06	4.478822173729e-04	3.968059757611e-08	3.420741170355e-06	3.352461051976e-09	2.890052631014e-07	-3.258531043548e-08	-2.809078485817e-06	3.306382724261e-07	2.850329934708e-05	-1.338607669482e-06	-1.153972128864e-04	1.888369127151e-04	1.627904419957e-02	-2.851375575933e-05	-2.458082393046e-03	1.284877626323e-04	1.107653126141e-02	8.275083419375e-05	7.133692602909e-03	-2.020571345619e-04	-1.741871849671e-02	3.157713164703e-04	2.722166521295e-02	-1.298994392084e-01	-1.119822751797e+01	-5.663815729620e-04	-4.882599766914e-02	-4.011830475962e-03	-3.458474548243e-01	2.157188266187e-04	1.859645057057e-02	5.146348756559e-05	4.436507548757e-03	-5.770699222915e-06	-4.974740709409e-04	3.077237524912e-03	2.652790969751e-01	2.066903610790e-05	1.781813457578e-03	-4.106326023496e-06	-3.539936227152e-04	2.595190281366e-05	2.237233001178e-03	1.993993987855e-16	1.718960334358e-14	4.603236366367e-17	3.968307212386e-15	
   6	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	3.100000000000e-01	1.790000000000e+00	-1.559607805947e-22	-5.030992922409e-20	1.380914680359e-19	4.454563485028e-17	-4.479735134385e-17	-1.445075849802e-14	-7.532295818575e-18	-2.429772844702e-15	3.210144615759e-17	1.035530521213e-14	-3.267913493925e-17	-1.054165643202e-14	5.031843535527e-17	1.623175334041e-14	7.316061665493e-17	2.360019892094e-14	2.327458448387e-17	7.507930478667e-15	-9.991353391092e-18	-3.223017222933e-15	-1.252924964241e-18	-4.041693433034e-16	-4.746566897630e-17	-1.531150612139e-14	-1.773041684915e-16	-5.719489306177e-14	-3.686915538677e-17	-1.189327593122e-14	1.747838256965e-17	5.638187925693e-15	-5.667771849934e-17	-1.828313499979e-14	9.322017985996e-17	3.007102576128e-14	-1.171501301210e-16	-3.779036455515e-14	-4.173623372313e-17	-1.346330120101e-14	-1.272779638880e-16	-4.105740770582e-14	5.542066468454e-17	1.787763376921e-14	-7.568286241447e-16	-2.441382658531e-13	-1.254647523751e-01	-4.047250076617e+01	-1.426835516500e-01	-4.602695214515e+01	
   7	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.120000000000e+00	3.700000000000e-01	-7.176666295740e-02	-6.407737764054e+00	-4.154086209416e-04	-3.709005544122e-02	-1.654798451154e-05	-1.477498617102e-03	9.658507891833e-06	8.623667760565e-04	-1.257490511329e-03	-1.122759385115e-01	-6.248583206140e-03	-5.579092148339e-01	-4.340396136889e-03	-3.875353693651e-01	7.444453684571e-03	6.646833646938e-01	-6.913563598370e-03	-6.172824641402e-01	2.530205829653e-04	2.259112347904e-02	-5.403230999136e-03	-4.824313392086e-01	-8.676663118168e-03	-7.747020641222e-01	-1.917409297275e-05	-1.711972586853e-03	-1.650086390198e-01	-1.473291419820e+01	2.156732360806e-02	1.925653893577e+00	1.554455783066e-02	1.387906949166e+00	-1.706886202400e-01	-1.524005537857e+01	2.561807226112e-03	2.287327880458e-01	1.317643369305e-06	1.176467294023e-04	-1.615827123270e-03	-1.442702788634e-01	1.536299627654e-03	1.371696096119e-01	-1.172300196753e-03	-1.046696604243e-01	-2.317122161010e-17	-2.068859072330e-15	-2.584642968114e-17	-2.307716935816e-15	
   8	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	2.800000000000e-01	5.800000000000e-01	-1.679026032174e-03	-5.996521543477e-01	1.444207065391e-03	5.157882376398e-01	6.535452398505e-06	2.334090142323e-03	-7.396384829697e-03	-2.641566010606e+00	2.207244660202e-02	7.883016643580e+00	9.363543053034e-02	3.344122518941e+01	-3.337988242486e-03	-1.192138658031e+00	-1.412799992054e-01	-5.045714257337e+01	-1.862938651592e-04	-6.653352327114e-02	2.175835492731e-04	7.770841045468e-02	-3.972140476611e-03	-1.418621598790e+00	-1.078453331401e-02	-3.851619040719e+00	2.398651059431e-05	8.566610926541e-03	1.437086784957e-01	5.132452803418e+01	-2.430756516124e-02	-8.681273271872e+00	-2.341389202615e-02	-8.362104295055e+00	-1.646714586289e-01	-5.881123522459e+01	-3.628087828490e-03	-1.295745653032e+00	6.543939722253e-07	2.337121329376e-04	-7.015954883621e-03	-2.505698172722e+00	3.434681477036e-03	1.226671956084e+00	-3.598697608471e-04	-1.285249145883e-01	-2.267181244262e-17	-8.097075872363e-15	-1.150929132177e-16	-4.110461186347e-14	
   9	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	-9.000000000000e-02	1.000000000000e+00	-1.349075460515e-04	1.498972733906e-01	8.655791941164e-07	-9.617546601293e-04	4.265716218781e-05	-4.739684687534e-02	-5.042877497041e-05	5.603197218935e-02	8.763154144088e-05	-9.736837937876e-02	3.327161111043e-04	-3.696845678936e-01	-2.400483864169e-04	2.667204293521e-01	-1.068156099262e-03	1.186840110291e+00	-3.258141632184e-05	3.620157369094e-02	-2.396278593289e-04	2.662531770321e-01	-2.949764264371e-03	3.277515849301e+00	5.371137343084e-02	-5.967930381204e+01	6.290308192921e-05	-6.989231325468e-02	-2.930496471666e-02	3.256107190739e+01	-4.313019122451e-03	4.792243469390e+00	-2.004119437739e-01	2.226799375265e+02	8.930868977045e-04	-9.923187752273e-01	1.198492012387e-02	-1.331657791541e+01	-7.440031545607e-07	8.266701717341e-04	-2.089059375940e-04	2.321177084378e-01	-4.262917440162e-03	4.736574933513e+00	-5.451141399035e-05	6.056823776705e-02	2.912278926769e-17	-3.235865474188e-14	-1.240693779455e-16	1.378548643839e-13	
  10	INC	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	6.700000000000e-01	4.900000000000e-01	-4.514705635030e-05	-6.738366619448e-03	-3.772045373982e-04	-5.629918468629e-02	-6.432950754781e-06	-9.601419036986e-04	8.124919808793e-03	1.212674598327e+00	-7.084124540596e-04	-1.057332020984e-01	7.555007395997e-03	1.127613044179e+00	4.394539959454e-04	6.559014864856e-02	1.306241528311e-02	1.949614221359e+00	-1.340870528644e-03	-2.001299296484e-01	-5.430198420079e-04	-8.104773761312e-02	1.490666445352e-02	2.224875291570e+00	8.429048323604e-04	1.258066913971e-01	-3.987035053115e-05	-5.950798586739e-03	-3.149208231793e-03	-4.700310793721e-01	8.983498660164e-04	1.340820695547e-01	-8.538661552672e-03	-1.274427097414e+00	-2.629744408302e-03	-3.924991654182e-01	-3.189998602104e-01	-4.761191943438e+01	-1.280938742528e-05	-1.911848869445e-03	2.135759702459e-03	3.187701048447e-01	-4.900670527511e-03	-7.314433623151e-01	6.246027230725e-04	9.322428702575e-02	-4.694608514624e-19	-7.006878380035e-17	1.822321783215e-16	2.719883258530e-14	
