EMCF2C	1	21
   1	DIS_F2C	4.400000000000000e-03	1.390000000000000e+00	0.000000000000000e+00	6.787499999999999e-03	3.500000000000000e-04	1.018125000000000e-03	1.500000000000000e+01	
   2	DIS_F2C	7.800000000000000e-03	1.390000000000000e+00	0.000000000000000e+00	4.337499999999999e-03	5.800000000000000e-04	6.506249999999998e-04	1.500000000000000e+01	
   3	DIS_F2C	7.800000000000000e-03	2.470000000000000e+00	0.000000000000000e+00	1.312500000000000e-02	5.999999999999999e-04	1.968750000000000e-03	1.500000000000000e+01	
   4	DIS_F2C	1.390000000000000e-02	2.470000000000000e+00	0.000000000000000e+00	7.837500000000001e-03	8.300000000000000e-04	1.175625000000000e-03	1.500000000000000e+01	
   5	DIS_F2C	1.390000000000000e-02	4.390000000000001e+00	0.000000000000000e+00	1.625000000000000e-02	1.000000000000000e-03	2.437500000000000e-03	1.500000000000000e+01	
   6	DIS_F2C	2.470000000000000e-02	2.470000000000000e+00	0.000000000000000e+00	3.037500000000000e-03	1.490000000000000e-03	4.556250000000000e-04	1.500000000000000e+01	
   7	DIS_F2C	2.470000000000000e-02	4.390000000000001e+00	0.000000000000000e+00	1.030000000000000e-02	8.800000000000000e-04	1.545000000000000e-03	1.500000000000000e+01	
   8	DIS_F2C	2.470000000000000e-02	7.810000000000000e+00	0.000000000000000e+00	2.275000000000000e-02	1.000000000000000e-03	3.412500000000000e-03	1.500000000000000e+01	
   9	DIS_F2C	4.390000000000000e-02	4.390000000000001e+00	0.000000000000000e+00	8.687499999999999e-03	3.220000000000000e-03	1.303125000000000e-03	1.500000000000000e+01	
  10	DIS_F2C	4.390000000000000e-02	7.810000000000000e+00	0.000000000000000e+00	1.337500000000000e-02	1.100000000000000e-03	2.006250000000000e-03	1.500000000000000e+01	
  11	DIS_F2C	4.390000000000000e-02	1.390000000000000e+01	0.000000000000000e+00	2.500000000000000e-02	1.300000000000000e-03	3.749999999999999e-03	1.500000000000000e+01	
  12	DIS_F2C	7.810000000000000e-02	7.810000000000000e+00	0.000000000000000e+00	3.625000000000000e-03	1.420000000000000e-03	5.437500000000000e-04	1.500000000000000e+01	
  13	DIS_F2C	7.810000000000000e-02	1.390000000000000e+01	0.000000000000000e+00	1.437500000000000e-02	1.300000000000000e-03	2.156250000000000e-03	1.500000000000000e+01	
  14	DIS_F2C	7.810000000000000e-02	2.470000000000000e+01	0.000000000000000e+00	2.262500000000000e-02	1.700000000000000e-03	3.393750000000000e-03	1.500000000000000e+01	
  15	DIS_F2C	1.390000000000000e-01	1.390000000000000e+01	0.000000000000000e+00	4.712500000000000e-03	1.720000000000000e-03	7.068749999999999e-04	1.500000000000000e+01	
  16	DIS_F2C	1.390000000000000e-01	2.470000000000000e+01	0.000000000000000e+00	8.300000000000000e-03	1.380000000000000e-03	1.245000000000000e-03	1.500000000000000e+01	
  17	DIS_F2C	1.390000000000000e-01	4.390000000000001e+01	0.000000000000000e+00	1.325000000000000e-02	1.700000000000000e-03	1.987500000000000e-03	1.500000000000000e+01	
  18	DIS_F2C	2.470000000000000e-01	2.470000000000000e+01	0.000000000000000e+00	3.275000000000000e-03	1.840000000000000e-03	4.912499999999999e-04	1.500000000000000e+01	
  19	DIS_F2C	2.470000000000000e-01	4.390000000000001e+01	0.000000000000000e+00	3.387500000000000e-03	1.020000000000000e-03	5.081250000000000e-04	1.500000000000000e+01	
  20	DIS_F2C	2.470000000000000e-01	7.809999999999999e+01	0.000000000000000e+00	8.850000000000000e-03	1.870000000000000e-03	1.327500000000000e-03	1.500000000000000e+01	
  21	DIS_F2C	4.390000000000001e-01	7.809999999999999e+01	0.000000000000000e+00	3.425000000000000e-03	1.520000000000000e-03	5.137499999999999e-04	1.500000000000000e+01	
