FASERV2_SUM_DSIGMA_INCLUSIVE	1	40
   1	DIS	3.935454000000e-03	6.074635000000e+00	5.928007000000e-01	2.968404604364e+00	2.178082212998e-01	1.341369489506e-01	4.518822964815e+00	
   2	DIS	5.323227000000e-03	6.310806000000e+00	5.211155000000e-01	2.143558851449e+00	1.363427294999e-01	8.695444330400e-02	4.056545648150e+00	
   3	DIS	5.406560000000e-03	1.465669000000e+01	7.160573000000e-01	2.230600650735e+00	2.033857578718e-01	4.574706031350e-02	2.050885276055e+00	
   4	DIS	7.446058000000e-03	6.390703000000e+00	4.544222000000e-01	1.547713287405e+00	8.115503278681e-02	5.141820563022e-02	3.322204832682e+00	
   5	DIS	7.508349000000e-03	1.608105000000e+01	6.628999000000e-01	1.558248313764e+00	9.509134981198e-02	7.539471749628e-02	4.838427664599e+00	
   6	DIS	1.013851000000e-02	6.547386000000e+00	3.831211000000e-01	1.192331076236e+00	4.782099835980e-02	7.911343971810e-02	6.635190619025e+00	
   7	DIS	1.025374000000e-02	1.818327000000e+01	6.221302000000e-01	1.197278969020e+00	4.533394612692e-02	2.014986932529e-02	1.682971959475e+00	
   8	DIS	1.382157000000e-02	6.607081000000e+00	3.280531000000e-01	8.441111897445e-01	3.152506578785e-02	4.130956289522e-02	4.893853250272e+00	
   9	DIS	1.393577000000e-02	2.081196000000e+01	5.807485000000e-01	8.068837469243e-01	2.490990429795e-02	8.583437228500e-03	1.063776195917e+00	
  10	DIS	1.915918000000e-02	6.688889000000e+00	2.688141000000e-01	6.040591379219e-01	2.206906079003e-02	2.630244375594e-02	4.354282901245e+00	
  11	DIS	1.931346000000e-02	2.403827000000e+01	5.372791000000e-01	5.108226145775e-01	1.455090123992e-02	4.973937599309e-02	9.737113153110e+00	
  12	DIS	2.597477000000e-02	7.243677000000e+00	2.312807000000e-01	4.263955553059e-01	1.514765784826e-02	8.400456893200e-03	1.970108925543e+00	
  13	DIS	2.641357000000e-02	2.769793000000e+01	4.994273000000e-01	4.112073695863e-01	7.684120562091e-03	4.203940485120e-03	1.022340744853e+00	
  14	DIS	3.515512000000e-02	8.243983000000e+00	2.046968000000e-01	3.170253062661e-01	1.309606320496e-02	9.051443220930e-03	2.855116939256e+00	
  15	DIS	3.597123000000e-02	3.132238000000e+01	4.546895000000e-01	2.752312817413e-01	4.415378308249e-03	1.004725444598e-02	3.650476930680e+00	
  16	DIS	3.688449000000e-02	1.277663000000e+02	7.659200000000e-01	2.094988393928e-01	1.347624007914e-02	9.140599145778e-03	4.363078655839e+00	
  17	DIS	4.528557000000e-02	9.233625000000e+00	1.856465000000e-01	2.383476257856e-01	2.137986595573e-02	8.340349754000e-03	3.499237605791e+00	
  18	DIS	4.953688000000e-02	3.436557000000e+01	4.017063000000e-01	1.789025260401e-01	2.932340812045e-03	1.803420303515e-02	1.008046305121e+01	
  19	DIS	5.047450000000e-02	1.377491000000e+02	7.133075000000e-01	1.613459699140e-01	6.011898097269e-03	1.167683187381e-02	7.237138851397e+00	
  20	DIS	6.808159000000e-02	3.991118000000e+01	3.640148000000e-01	1.348427691041e-01	1.688048847472e-03	9.123590750988e-04	6.766095662087e-01	
  21	DIS	6.931572000000e-02	1.507285000000e+02	6.578022000000e-01	9.962097418145e-02	2.449262520463e-03	9.751314650958e-04	9.788415272066e-01	
  22	DIS	9.277198000000e-02	4.610799000000e+01	3.277660000000e-01	8.937271613368e-02	1.062628417796e-03	4.251171208515e-03	4.756676749262e+00	
  23	DIS	9.414655000000e-02	1.670897000000e+02	6.103301000000e-01	6.818024049855e-02	1.135232584336e-03	3.318612831612e-03	4.867411448457e+00	
  24	DIS	1.262108000000e-01	5.226903000000e+01	2.874289000000e-01	6.504640490746e-02	8.055118456612e-04	3.432667091760e-03	5.277258745727e+00	
  25	DIS	1.277111000000e-01	1.829799000000e+02	5.488611000000e-01	4.937312261272e-02	6.678274267887e-04	2.766562057651e-03	5.603376718446e+00	
  26	DIS	1.755507000000e-01	6.005966000000e+01	2.515771000000e-01	3.969401199839e-02	5.105229093359e-04	2.582386393495e-04	6.505732888880e-01	
  27	DIS	1.782705000000e-01	2.069980000000e+02	4.942624000000e-01	2.940591795048e-02	3.170706843321e-04	5.234376347772e-04	1.780041812192e+00	
  28	DIS	2.388193000000e-01	6.891142000000e+01	2.239914000000e-01	2.238280645505e-02	3.301402875448e-04	2.199806635240e-03	9.828109087476e+00	
  29	DIS	2.426360000000e-01	2.328196000000e+02	4.513567000000e-01	1.402889956430e-02	1.514446017727e-04	1.442082921560e-03	1.027937305382e+01	
  30	DIS	2.509496000000e-01	1.151893000000e+03	8.220783000000e-01	6.573026650786e-03	5.729291639201e-04	8.764461460112e-04	1.333398132360e+01	
  31	DIS	3.187239000000e-01	7.822174000000e+01	1.985511000000e-01	1.452624751909e-02	2.615812369788e-04	2.548267427176e-04	1.754250314011e+00	
  32	DIS	3.237137000000e-01	2.509916000000e+02	3.951162000000e-01	9.673207895048e-03	8.742013296675e-05	2.331639036912e-04	2.410409310138e+00	
  33	DIS	3.271917000000e-01	1.207054000000e+03	7.463176000000e-01	4.752083508091e-03	2.195157746872e-04	2.404576634913e-04	5.060047094751e+00	
  34	DIS	4.336335000000e-01	9.036913000000e+01	1.750884000000e-01	5.357637638455e-03	2.163105701641e-04	3.339631434464e-04	6.233402965691e+00	
  35	DIS	4.601702000000e-01	2.692880000000e+02	3.267748000000e-01	3.528368829482e-03	3.147889733637e-05	5.843674303500e-05	1.656197122782e+00	
  36	DIS	4.707415000000e-01	1.283978000000e+03	6.432944000000e-01	1.606841835992e-03	4.615943977790e-05	1.507985563175e-05	9.384779070336e-01	
  37	DIS	6.234516000000e-01	3.168147000000e+02	3.032684000000e-01	6.680036583277e-04	5.935229187649e-06	9.780747718340e-05	1.464175771556e+01	
  38	DIS	6.383351000000e-01	1.363184000000e+03	5.887330000000e-01	3.172136706273e-04	5.653001757283e-06	3.412737154092e-05	1.075848070275e+01	
  39	DIS	8.216058000000e-01	3.810344000000e+02	2.856133000000e-01	2.698760262190e-05	3.759329902740e-07	3.776214087720e-06	1.399240288449e+01	
  40	DIS	8.345506000000e-01	1.443654000000e+03	5.405866000000e-01	8.989283645192e-06	1.813456864379e-07	5.709447127488e-07	6.351392783720e+00	
