NMCPD_D	5	260
   1	DIS_F2R	1.500000000000000e-03	1.600000000000000e-01	0.000000000000000e+00	9.815000000000000e-01	2.030000000000000e-02	9.815000000000002e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.079650000000000e-02	1.100000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   2	DIS_F2R	1.500000000000000e-03	2.500000000000000e-01	0.000000000000000e+00	1.003000000000000e+00	2.120000000000000e-02	1.003000000000000e-03	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.303900000000000e-02	1.300000000000000e+00	1.003000000000000e-03	1.000000000000000e-01	1.003000000000000e-03	1.000000000000000e-01	
   3	DIS_F2R	1.500000000000000e-03	3.500000000000000e-01	0.000000000000000e+00	9.675000000000000e-01	2.050000000000000e-02	1.935000000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.064250000000000e-02	1.100000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   4	DIS_F2R	1.500000000000000e-03	4.500000000000000e-01	0.000000000000000e+00	1.033000000000000e+00	2.580000000000000e-02	1.033000000000000e-03	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.962700000000000e-02	1.900000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   5	DIS_F2R	1.500000000000000e-03	6.000000000000000e-01	0.000000000000000e+00	9.912000000000000e-01	1.760000000000000e-02	9.912000000000000e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.189440000000000e-02	1.200000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   6	DIS_F2R	3.000000000000000e-03	1.700000000000000e-01	0.000000000000000e+00	1.008000000000000e+00	2.770000000000000e-02	1.008000000000000e-03	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	7.056000000000000e-03	7.000000000000000e-01	1.008000000000000e-03	1.000000000000000e-01	1.008000000000000e-03	1.000000000000000e-01	
   7	DIS_F2R	3.000000000000000e-03	2.500000000000000e-01	0.000000000000000e+00	9.824000000000001e-01	1.710000000000000e-02	9.824000000000000e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	4.912000000000001e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   8	DIS_F2R	3.000000000000000e-03	3.500000000000000e-01	0.000000000000000e+00	9.825000000000000e-01	1.370000000000000e-02	1.965000000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.080750000000000e-02	1.100000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   9	DIS_F2R	3.000000000000000e-03	4.500000000000000e-01	0.000000000000000e+00	9.736000000000000e-01	1.290000000000000e-02	1.947200000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.736000000000000e-03	1.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  10	DIS_F2R	3.000000000000000e-03	6.300000000000000e-01	0.000000000000000e+00	9.704000000000000e-01	1.180000000000000e-02	1.940800000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	5.822400000000000e-03	6.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
