Taken from Table 18 in paper.
Columns are: bin low, bin high, cross section, stat., syst. up, syst. down.
0	50	8.57	0.33	+0.32	-0.43
50	100	7.42	0.32	+0.47	-0.40
100	150	2.73	0.18	+0.27	-0.29
150	200	0.90	0.12	+0.08	-0.07
200	300	0.187	0.035	+0.019	-0.022
