Taken from Table 20 in paper.
Columns are: bin low, bin high, cross section, stat., syst. up, syst. down.
0.0	0.3	32.7	1.8	+2.5	-2.1
0.3	0.7	31.5	1.8	+2.2	-2.4
0.7	1.3	25.3	1.3	+1.9	-1.9
1.3	2.2	15.4	0.9	+1.2	-1.2
