player,coalition_without,v_without,v_with,delta_v,is_outlier
d,cbar|ubar|g|s,0.02797887,0.05917067,0.03119180,0
d,cbar|ubar|g|s|c,0.02574544,0.05531322,0.02956779,0
d,ubar|g|s,0.02049500,0.04828616,0.02779116,0
d,cbar|sbar|ubar|g|s,0.02598903,0.05370940,0.02772037,0
ubar,cbar|g|d|s,0.03158411,0.05917067,0.02758656,0
d,cbar|ubar|s,0.01880185,0.04619831,0.02739646,0
d,cbar|ubar|g|u|s,0.02438754,0.05099881,0.02661127,0
d,ubar|g|s|c,0.01881885,0.04498589,0.02616704,0
d,cbar|sbar|ubar|g|s|c,0.02509313,0.05118848,0.02609535,0
ubar,cbar|g|d|s|c,0.02937873,0.05531322,0.02593449,0
d,cbar|ubar|s|c,0.01644726,0.04221960,0.02577234,0
d,cbar|ubar|dbar|g|s,0.02270615,0.04792409,0.02521794,0
ubar,cbar|sbar|g|d|s,0.02867481,0.05370940,0.02503459,0
d,cbar|ubar|g|u|s|c,0.02466787,0.04965518,0.02498730,0
ubar,cbar|d|s,0.02185681,0.04619831,0.02434149,0
d,cbar|ubar|g,0.01788254,0.04220455,0.02432201,0
d,sbar|ubar|g|s,0.01951613,0.04383577,0.02431963,0
d,ubar|s,0.01234652,0.03634230,0.02399578,0
d,cbar|sbar|ubar|s,0.01593049,0.03985514,0.02392465,0
d,cbar|ubar|dbar|g|s|c,0.02243597,0.04602963,0.02359366,0
ubar,g|d|s,0.02477034,0.04828616,0.02351582,0
ubar,cbar|sbar|g|d|s|c,0.02780642,0.05118848,0.02338206,0
d,ubar|g|u|s,0.01850899,0.04171953,0.02321054,0
d,cbar|sbar|ubar|g|u|s,0.02612065,0.04926046,0.02313981,0
ubar,cbar|g|d|u|s,0.02789964,0.05099881,0.02309916,0
ubar,cbar|g|d,0.01927690,0.04220455,0.02292765,0
d,cbar|ubar|u|s,0.01474677,0.03756233,0.02281557,0
d,cbar|ubar|g|c,0.01627423,0.03897217,0.02269794,0
d,sbar|ubar|g|s|c,0.01917773,0.04187224,0.02269451,0
ubar,cbar|d|s|c,0.01953069,0.04221960,0.02268892,0
ubar,cbar|dbar|g|d|s,0.02550973,0.04792409,0.02241437,0
d,ubar|s|c,0.01054935,0.03292091,0.02237155,0
d,cbar|sbar|ubar|s|c,0.01491379,0.03721334,0.02229955,0
