coalition_labels,size,chi2,is_outlier
cbar|ubar|g|d|s,5,0.05917067,1
cbar|ubar|g|d|s|c,6,0.05531322,1
cbar|sbar|ubar|g|d|s,6,0.05370940,1
cbar|sbar|ubar|g|d|s|c,7,0.05118848,0
cbar|ubar|g|d|u|s,6,0.05099881,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.05057163,0
cbar|ubar|g|d|u|s|c,7,0.04965518,0
cbar|sbar|ubar|g|d|u|s,7,0.04926046,0
cbar|sbar|ubar|g|d|u|s|c,8,0.04925373,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.04861626,0
ubar|g|d|s,4,0.04828616,0
cbar|ubar|dbar|g|d|s,6,0.04792409,0
cbar|sbar|ubar|dbar|g|d|s,7,0.04763631,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.04707769,0
cbar|ubar|d|s,4,0.04619831,0
cbar|ubar|dbar|g|d|s|c,7,0.04602963,0
cbar|ubar|dbar|g|d|u|s|c,8,0.04580059,0
cbar|ubar|dbar|g|d|u|s,7,0.04518149,0
ubar|g|d|s|c,5,0.04498589,0
sbar|ubar|dbar|g|d|u|s|c,8,0.04479368,0
sbar|ubar|g|d|s,5,0.04383577,0
sbar|ubar|dbar|g|d|u|s,7,0.04228072,0
cbar|ubar|d|s|c,5,0.04221960,0
cbar|ubar|g|d,4,0.04220455,0
sbar|ubar|g|d|s|c,6,0.04187224,0
ubar|g|d|u|s,5,0.04171953,0
sbar|ubar|g|d|u|s|c,7,0.04154280,0
sbar|ubar|g|d|u|s,6,0.04099213,0
ubar|g|d|u|s|c,6,0.04093309,0
cbar|sbar|ubar|d|s,5,0.03985514,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.03973997,0
sbar|ubar|dbar|g|d|s,6,0.03969592,0
sbar|ubar|dbar|g|d|s|c,7,0.03969487,0
ubar|dbar|g|d|u|s|c,7,0.03901125,0
ubar|dbar|g|d|s,5,0.03897258,0
cbar|ubar|g|d|c,5,0.03897217,0
cbar|sbar|ubar|g|d,5,0.03809952,0
ubar|dbar|g|d|u|s,6,0.03783477,0
ubar|dbar|g|d|s|c,6,0.03763549,0
cbar|ubar|d|u|s,5,0.03756233,0
cbar|sbar|ubar|d|s|c,6,0.03721334,0
cbar|sbar|ubar|dbar|g|d|u,7,0.03715914,0
cbar|sbar|dbar|g|d|u|s|c,8,0.03684963,0
ubar|d|s,3,0.03634230,0
cbar|sbar|ubar|g|d|c,6,0.03620398,0
cbar|ubar|d|u|s|c,6,0.03609831,0
cbar|sbar|ubar|g|d|u|c,7,0.03584416,0
cbar|ubar|g|d|u,5,0.03560807,0
sbar|ubar|dbar|g|d|u|c,7,0.03558448,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.03554176,0
cbar|sbar|ubar|g|d|u,6,0.03522555,0
sbar|dbar|g|d|u|s|c,7,0.03514225,0
sbar|dbar|g|u|c,5,0.03503216,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.03503136,0
cbar|sbar|ubar|d|u|s,6,0.03494371,0
cbar|ubar|g|d|u|c,6,0.03488947,0
cbar|sbar|ubar|d|u|s|c,7,0.03481694,0
cbar|sbar|ubar|dbar|g|d|c,7,0.03467148,0
cbar|sbar|ubar|dbar|g|d,6,0.03460460,0
cbar|ubar|dbar|d|s,5,0.03434705,0
cbar|sbar|ubar|dbar|d|u|s,7,0.03370494,0
cbar|ubar|dbar|g|d|u|c,7,0.03361195,0
cbar|ubar|dbar|g|d,5,0.03353530,0
cbar|sbar|dbar|g|d|u|s,7,0.03324114,0
cbar|sbar|ubar|dbar|d|s,6,0.03318364,0
ubar|g|d,3,0.03294275,0
ubar|d|s|c,4,0.03292091,0
sbar|dbar|g|u|s|c,6,0.03271391,0
sbar|ubar|dbar|g|u|s|c,7,0.03265422,0
cbar|sbar|ubar|dbar|d|s|c,7,0.03250571,0
sbar|ubar|dbar|g|d|u,6,0.03244626,0
cbar|ubar|dbar|g|d|u,6,0.03236769,0
cbar|ubar|dbar|d|s|c,6,0.03233291,0
cbar|ubar|dbar|g|d|c,6,0.03226602,0
cbar|sbar|dbar|g|u|c,6,0.03171944,0
cbar|ubar|dbar|d|u|s|c,7,0.03164453,0
cbar|g|d|s,4,0.03158411,0
cbar|sbar|ubar|dbar|g|u|s,7,0.03145079,0
cbar|ubar|d,3,0.03125977,0
cbar|ubar|dbar|d|u|s,6,0.03114431,0
cbar|sbar|ubar|dbar|g|u|c,7,0.03107144,0
cbar|sbar|dbar|g|u|s|c,7,0.03102145,0
sbar|ubar|d|s,4,0.03101035,0
sbar|dbar|g|d|u|s,6,0.03097617,0
sbar|ubar|dbar|d|u|s|c,7,0.03079434,0
cbar|sbar|dbar|g|d|u|c,7,0.03067746,0
sbar|dbar|g|d|u|c,6,0.03059169,0
cbar|sbar|g|d|u|s|c,7,0.03035924,0
sbar|ubar|dbar|g|u|c,6,0.03031534,0
ubar|g|d|c,4,0.03026736,0
sbar|dbar|u|c,4,0.03011284,0
sbar|ubar|g|d,4,0.02984826,0
sbar|ubar|g|d|u|c,6,0.02975497,0
cbar|dbar|g|d|u|s|c,7,0.02952524,0
cbar|g|d|s|c,5,0.02937873,0
ubar|d|u|s,4,0.02931212,0
sbar|ubar|d|s|c,5,0.02892607,0
sbar|ubar|dbar|g|d|c,6,0.02891160,0
cbar|sbar|dbar|g|d|s|c,7,0.02886915,0
cbar|sbar|g|d|u|s,6,0.02871334,0
cbar|sbar|g|d|s,5,0.02867481,0
sbar|dbar|g|u,4,0.02861616,0
sbar|ubar|g|d|u,5,0.02857917,0
sbar|ubar|dbar|g|u|s,6,0.02851597,0
sbar|ubar|g|d|c,5,0.02850991,0
ubar|dbar|g|d|u|c,6,0.02844541,0
ubar|d|u|s|c,5,0.02840542,0
sbar|ubar|dbar|d|u|s,6,0.02839983,0
sbar|ubar|dbar|g|d,5,0.02828734,0
cbar|g|d|u|s|c,6,0.02820820,0
sbar|ubar|d|u|s|c,6,0.02813550,0
cbar|ubar|g|s,4,0.02797887,0
ubar|g|d|u,4,0.02795108,0
cbar|ubar|d|c,4,0.02790626,0
cbar|g|d|u|s,5,0.02789964,0
cbar|sbar|g|d|s|c,6,0.02780642,0
ubar|g|d|u|c,5,0.02778948,0
cbar|sbar|dbar|g|d|s,6,0.02777477,0
cbar|sbar|ubar|g|u|s|c,7,0.02773888,0
sbar|ubar|d|u|s,5,0.02770476,0
cbar|dbar|g|d|u|s,6,0.02725346,0
cbar|sbar|ubar|dbar|g|s|c,7,0.02695741,0
sbar|dbar|g|u|s,5,0.02692314,0
