coalition_labels,size,chi2,is_outlier
sbar|dbar|g|u|c,5,0.00476066,0
cbar|ubar|g|d|s,5,0.00471430,0
sbar|dbar|g|d|u|c,6,0.00466148,0
sbar|g|u|c,4,0.00461284,0
cbar|ubar|dbar|g|d|s,6,0.00458021,0
sbar|g|d|u|c,5,0.00451674,0
cbar|ubar|g|s,4,0.00451267,0
cbar|ubar|dbar|g|s,5,0.00438165,0
cbar|ubar|g|d|s|c,6,0.00368185,0
cbar|sbar|dbar|g|u|c,6,0.00367847,0
cbar|sbar|dbar|g|d|u|c,7,0.00361583,0
cbar|ubar|dbar|g|d|s|c,7,0.00357360,0
cbar|sbar|g|u|c,5,0.00355377,0
cbar|sbar|g|d|u|c,6,0.00349420,0
cbar|ubar|g|s|c,5,0.00349304,0
sbar|dbar|u|c,4,0.00349230,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00344671,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00342575,0
sbar|dbar|g|u,4,0.00340738,0
cbar|ubar|g|d|u|s,6,0.00339782,0
cbar|ubar|dbar|g|s|c,6,0.00338786,0
sbar|dbar|d|u|c,5,0.00337701,0
cbar|ubar|g|d|u|s|c,7,0.00337450,0
sbar|u|c,3,0.00334213,0
cbar|ubar|d|s,4,0.00333126,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00332841,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00332728,0
cbar|ubar|dbar|g|d|u|s,7,0.00332477,0
sbar|dbar|g|d|u,5,0.00332101,0
cbar|sbar|ubar|g|u|s|c,7,0.00330439,0
sbar|g|u,3,0.00328537,0
sbar|d|u|c,4,0.00322991,0
cbar|ubar|g|u|s,5,0.00322206,0
cbar|ubar|g|u|s|c,6,0.00321158,0
sbar|g|d|u,4,0.00320206,0
cbar|ubar|dbar|d|s,5,0.00319953,0
cbar|ubar|dbar|g|u|s|c,7,0.00316742,0
cbar|ubar|dbar|g|u|s,6,0.00315208,0
cbar|ubar|s,3,0.00314576,0
cbar|sbar|ubar|g|d|s,6,0.00313651,0
cbar|sbar|ubar|dbar|g|d|s,7,0.00307070,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00302645,0
cbar|ubar|dbar|s,4,0.00301709,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00301362,0
