1.0	1.0	1.0			0.02861	1.7685053446625488E-4	1.7685053446625488E-4
3.0	1.0	1.0			0.05874	3.0215435773127614E-4	3.0215435773127614E-4
5.0	1.0	1.0			0.05834	2.7875289119218114E-4	2.7875289119218114E-4
7.0	1.0	1.0			0.04972	2.3927669285578155E-4	2.3927669285578155E-4
9.0	1.0	1.0			0.04106	2.0595591221424066E-4	2.0595591221424066E-4
11.0	1.0	1.0			0.03385	1.8108959094878977E-4	1.8108959094878977E-4
13.0	1.0	1.0			0.02819	1.572082272338188E-4	1.572082272338188E-4
15.0	1.0	1.0			0.02375	1.3690798689265722E-4	1.3690798689265722E-4
17.0	1.0	1.0			0.01997	1.2358832659276523E-4	1.2358832659276523E-4
20.0	2.0	2.0			0.01587	8.850282249736445E-5	8.850282249736445E-5
24.0	2.0	2.0			0.01187	7.265952685642812E-5	7.265952685642812E-5
28.0	2.0	2.0			0.009065	5.945700261113069E-5	5.945700261113069E-5
32.0	2.0	2.0			0.007143	5.180029529751737E-5	5.180029529751737E-5
36.0	2.0	2.0			0.005707	4.450362364673241E-5	4.450362364673241E-5
40.0	2.0	2.0			0.004559	3.9526819208861216E-5	3.9526819208861216E-5
44.0	2.0	2.0			0.003757	3.516961392836151E-5	3.516961392836151E-5
48.0	2.0	2.0			0.00315	3.148267023300279E-5	3.148267023300279E-5
52.0	2.0	2.0			0.002584	2.8002740163062616E-5	2.8002740163062616E-5
57.0	3.0	3.0			0.002052	2.0758695704692047E-5	2.0758695704692047E-5
65.0	5.0	5.0			0.001466	1.3881402197184548E-5	1.3881402197184548E-5
75.0	5.0	5.0			9.646E-4	1.114019041492559E-5	1.114019041492559E-5
90.0	10.0	10.0			5.458E-4	5.955725983857887E-6	5.955725983857887E-6
125.0	25.0	25.0			1.874E-4	2.141121885928029E-6	2.141121885928029E-6
175.0	25.0	25.0			4.826E-5	9.152366178295097E-7	9.152366178295097E-7
250.0	50.0	50.0			1.126E-5	3.5013530822811917E-7	3.5013530822811917E-7
550.0	250.0	250.0			4.783E-7	2.682337786121651E-8	2.682337786121651E-8
1.0	1.0	1.0			0.02781	2.0505985944840597E-4	2.0505985944840597E-4
3.0	1.0	1.0			0.05802	3.394046023376819E-4	3.394046023376819E-4
5.0	1.0	1.0			0.05782	3.10025211071616E-4	3.10025211071616E-4
7.0	1.0	1.0			0.04868	2.647135862928082E-4	2.647135862928082E-4
9.0	1.0	1.0			0.04047	2.222904778729849E-4	2.222904778729849E-4
11.0	1.0	1.0			0.03381	1.9528019125349095E-4	1.9528019125349095E-4
13.0	1.0	1.0			0.02823	1.7155387491106112E-4	1.7155387491106112E-4
15.0	1.0	1.0			0.02385	1.4663386546088185E-4	1.4663386546088185E-4
17.0	1.0	1.0			0.02034	1.3470547953220018E-4	1.3470547953220018E-4
20.0	2.0	2.0			0.01606	9.860892312564822E-5	9.860892312564822E-5
24.0	2.0	2.0			0.01217	8.43250157960258E-5	8.43250157960258E-5
28.0	2.0	2.0			0.009275	6.946968808408456E-5	6.946968808408456E-5
32.0	2.0	2.0			0.007339	6.061676361057228E-5	6.061676361057228E-5
36.0	2.0	2.0			0.00588	5.25331191535397E-5	5.25331191535397E-5
40.0	2.0	2.0			0.004709	4.541683417654736E-5	4.541683417654736E-5
44.0	2.0	2.0			0.003745	4.001546081516493E-5	4.001546081516493E-5
48.0	2.0	2.0			0.003156	3.543866202666235E-5	3.543866202666235E-5
52.0	2.0	2.0			0.002568	3.2059914170814615E-5	3.2059914170814615E-5
57.0	3.0	3.0			0.002125	2.4386631840006114E-5	2.4386631840006114E-5
65.0	5.0	5.0			0.001494	1.715564825239781E-5	1.715564825239781E-5
75.0	5.0	5.0			9.979E-4	1.3501185031340766E-5	1.3501185031340766E-5
90.0	10.0	10.0			5.566E-4	7.228517720086186E-6	7.228517720086186E-6
125.0	25.0	25.0			1.974E-4	2.7875368359180477E-6	2.7875368359180477E-6
175.0	25.0	25.0			4.99E-5	1.1784326357921354E-6	1.1784326357921354E-6
250.0	50.0	50.0			1.018E-5	4.032539449726438E-7	4.032539449726438E-7
550.0	250.0	250.0			3.048E-7	2.7065519179590845E-8	2.7065519179590845E-8
1.0	1.0	1.0			0.0271	4.646682042059688E-4	4.646682042059688E-4
3.0	1.0	1.0			0.0568	6.451239880829111E-4	6.451239880829111E-4
5.0	1.0	1.0			0.0564	6.021872134145659E-4	6.021872134145659E-4
7.0	1.0	1.0			0.0471	5.265940087012005E-4	5.265940087012005E-4
9.0	1.0	1.0			0.0395	4.5553622248949643E-4	4.5553622248949643E-4
11.0	1.0	1.0			0.0322	4.1361648903301716E-4	4.1361648903301716E-4
13.0	1.0	1.0			0.0266	3.6277563313982374E-4	3.6277563313982374E-4
15.0	1.0	1.0			0.0227	3.5385797998632165E-4	3.5385797998632165E-4
17.0	1.0	1.0			0.0199	3.3595066602106925E-4	3.3595066602106925E-4
20.0	2.0	2.0			0.016	2.2908513701242166E-4	2.2908513701242166E-4
24.0	2.0	2.0			0.0123	2.1161720156924864E-4	2.1161720156924864E-4
28.0	2.0	2.0			0.00968	1.9091944269769906E-4	1.9091944269769906E-4
32.0	2.0	2.0			0.00782	1.621589713830228E-4	1.621589713830228E-4
36.0	2.0	2.0			0.00634	1.4526764953010012E-4	1.4526764953010012E-4
40.0	2.0	2.0			0.00509	1.2916971936177612E-4	1.2916971936177612E-4
44.0	2.0	2.0			0.00438	1.1882642130435469E-4	1.1882642130435469E-4
48.0	2.0	2.0			0.00357	1.0638360399986458E-4	1.0638360399986458E-4
52.0	2.0	2.0			0.003	9.9589156036187E-5	9.9589156036187E-5
57.0	3.0	3.0			0.00266	8.041827155566077E-5	8.041827155566077E-5
65.0	5.0	5.0			0.00182	5.1798108073558045E-5	5.1798108073558045E-5
75.0	5.0	5.0			0.00114	4.2563392721915384E-5	4.2563392721915384E-5
90.0	10.0	10.0			5.96E-4	2.082591500991013E-5	2.082591500991013E-5
125.0	25.0	25.0			1.98E-4	8.29475858599875E-6	8.29475858599875E-6
175.0	25.0	25.0			5.08E-5	3.854444769353947E-6	3.854444769353947E-6
250.0	50.0	50.0			9.09E-6	1.070962490519626E-6	1.070962490519626E-6
550.0	250.0	250.0			1.47E-7	5.5128919860632135E-8	5.5128919860632135E-8
