coalition_labels,size,chi2,is_outlier
cbar|ubar|u|s|c,5,0.00020107,0
cbar|ubar|d|u|s|c,6,0.00020107,0
cbar|ubar|dbar|u|s|c,6,0.00020107,0
cbar|ubar|dbar|d|u|s|c,7,0.00020107,0
cbar|u|s|c,4,0.00020104,0
cbar|d|u|s|c,5,0.00020104,0
cbar|dbar|u|s|c,5,0.00020104,0
cbar|dbar|d|u|s|c,6,0.00020104,0
cbar|ubar|s|c,4,0.00020101,0
cbar|ubar|d|s|c,5,0.00020101,0
cbar|ubar|dbar|s|c,5,0.00020101,0
cbar|ubar|dbar|d|s|c,6,0.00020101,0
ubar|u|s|c,4,0.00020100,0
ubar|d|u|s|c,5,0.00020100,0
ubar|dbar|u|s|c,5,0.00020100,0
ubar|dbar|d|u|s|c,6,0.00020100,0
cbar|s|c,3,0.00020099,0
cbar|d|s|c,4,0.00020099,0
cbar|dbar|s|c,4,0.00020099,0
cbar|dbar|d|s|c,5,0.00020098,0
u|s|c,3,0.00020098,0
d|u|s|c,4,0.00020098,0
dbar|u|s|c,4,0.00020098,0
dbar|d|u|s|c,5,0.00020097,0
cbar|ubar|u|s,4,0.00020097,0
cbar|ubar|d|u|s,5,0.00020097,0
cbar|ubar|dbar|u|s,5,0.00020097,0
cbar|ubar|dbar|d|u|s,6,0.00020097,0
cbar|u|s,3,0.00020095,0
ubar|s|c,3,0.00020094,0
cbar|d|u|s,4,0.00020094,0
cbar|dbar|u|s,4,0.00020094,0
ubar|d|s|c,4,0.00020094,0
ubar|dbar|s|c,4,0.00020094,0
cbar|dbar|d|u|s,5,0.00020094,0
ubar|dbar|d|s|c,5,0.00020094,0
s|c,2,0.00020092,0
d|s|c,3,0.00020092,0
dbar|s|c,3,0.00020092,0
dbar|d|s|c,4,0.00020092,0
cbar|ubar|s,3,0.00020091,0
cbar|ubar|d|s,4,0.00020091,0
cbar|ubar|dbar|s,4,0.00020091,0
cbar|ubar|dbar|d|s,5,0.00020091,0
ubar|u|s,3,0.00020090,0
