1 172 194 1 0.9734 1.6638e+02 0.6783 0.4339 0.9989 9.8944 0.4230 0.3004 4.2189 3.6411 0.0092 0.0085 0.0242 0.0237 0.0296 0.0412 0.0744 0.1838 0.3545 0.4589 0.0670 0.0056 0.0051 0.0156 0.0236 0.0668 0.0653 0.0767 0.0026 -0.0141 -0.0035 0.0006 0.0000 0.0136 0.0040 0.0023 -0.0007 -0.0000 0.0002 0.0009 0.0001 -0.0000 0.0000 0.0864 0.1170 0.0462 0.0377 -0.0262 0.0523 0.0988 0.1244 0.4491 0.3093 0.0708 0.3652 0.5409 0.9029 -1.2663 -0.4196 -2.6851 0.0000 0.5503 0.0345 0.2567 1.2024 0.0654 0.0199 4.5026 0.3977 0.0262 0.5000 1.8000 
1 194 216 1 0.9746 8.1646e+01 0.9321 0.4609 1.0286 9.8197 0.4524 0.3168 3.7103 3.8333 0.0053 0.0047 0.0305 0.0200 0.0246 0.0304 0.0601 0.1234 0.2938 0.4686 0.1292 0.0048 0.0027 0.0101 0.0146 0.0583 0.0725 0.1285 0.0434 -0.0192 -0.0107 0.0004 0.0000 0.0173 0.0030 0.0024 -0.0019 -0.0000 0.0002 0.0009 0.0001 -0.0000 0.0000 0.1205 0.2209 0.0609 0.0765 0.0117 0.1090 0.1585 0.1873 0.4304 0.3141 0.0726 0.3515 0.5689 0.8933 -1.1713 -0.3864 -2.0805 0.0000 0.4850 0.0273 0.2447 1.0484 0.1486 0.0155 3.9213 0.3207 0.0488 0.5000 1.8000 
1 216 240 1 0.9757 4.2760e+01 0.6836 0.4406 1.0957 9.6032 0.4246 0.3247 3.3519 3.9805 0.0030 0.0025 0.0345 0.0215 0.0270 0.0257 0.0491 0.0907 0.2371 0.4123 0.1878 0.0047 0.0011 0.0078 0.0096 0.0488 0.0776 0.1598 0.1042 -0.0161 -0.0224 -0.0037 0.0004 0.0215 0.0020 0.0023 -0.0043 -0.0001 0.0002 0.0009 0.0001 -0.0000 0.0000 0.1355 0.2993 0.0716 0.1117 0.0325 0.1706 0.2093 0.2380 0.4117 0.3046 0.0770 0.2996 0.6272 0.8999 -1.0697 -0.3467 -1.7404 0.0000 0.4228 0.0253 0.2169 0.9025 0.2663 0.0143 3.7513 0.2958 0.0203 0.5000 1.8000 
1 240 264 1 0.9768 2.2820e+01 0.9220 0.4129 1.1858 9.2361 0.3925 0.3164 3.1383 4.1842 0.0018 0.0015 0.0343 0.0235 0.0282 0.0233 0.0388 0.0669 0.1827 0.3210 0.2157 0.0054 0.0015 0.0067 0.0073 0.0414 0.0716 0.1620 0.1576 0.0097 -0.0305 -0.0133 0.0012 0.0233 -0.0036 0.0044 -0.0062 -0.0004 0.0002 0.0009 0.0001 -0.0000 0.0000 0.1325 0.3536 0.0820 0.1470 0.0893 0.2279 0.2433 0.2673 0.3889 0.2823 0.0785 0.2334 0.6924 0.9063 -1.0117 -0.3104 -1.5731 0.0000 0.3525 0.0227 0.1789 0.7620 0.3421 0.0137 3.7348 0.3108 0.0243 0.5000 1.8000 
1 264 290 1 0.9779 1.2287e+01 1.2283 0.4906 1.2125 8.8174 0.3364 0.3065 2.9910 4.3542 0.0013 0.0011 0.0390 0.0246 0.0267 0.0216 0.0360 0.0555 0.1410 0.2349 0.2176 0.0067 0.0018 0.0060 0.0063 0.0380 0.0616 0.1453 0.1944 0.0725 0.0121 -0.0241 0.0011 0.0230 -0.0065 0.0103 0.0024 -0.0007 -0.0004 0.0009 0.0001 -0.0000 0.0000 0.1222 0.4016 0.1026 0.1975 0.1626 0.2894 0.2736 0.2874 0.3756 0.2732 0.0813 0.1796 0.7635 0.9164 -1.0223 -0.3041 -1.4615 0.0000 0.2861 0.0188 0.1432 0.6358 0.3595 0.0133 3.6566 0.3268 0.0143 0.5000 1.8000 
1 290 318 1 0.9789 6.3836e+00 1.6138 0.5054 1.1511 8.4549 0.3533 0.3101 2.8146 4.4934 0.0012 0.0012 0.0492 0.0261 0.0249 0.0209 0.0388 0.0538 0.1158 0.1747 0.2081 0.0082 0.0018 0.0054 0.0060 0.0363 0.0524 0.1258 0.2174 0.1569 0.0665 -0.0313 -0.0085 0.0223 -0.0085 0.0180 0.0122 -0.0010 -0.0014 -0.0009 0.0001 -0.0000 0.0000 0.1162 0.4562 0.1317 0.2607 0.2476 0.3640 0.3099 0.3131 0.3776 0.2865 0.0893 0.1463 0.8426 0.9375 -1.0912 -0.3256 -1.3294 0.0000 0.2363 0.0157 0.1182 0.5381 0.3485 0.0132 3.6037 0.3195 0.0659 0.5000 1.8000 
1 318 346 1 0.9798 3.4782e+00 1.6138 0.6677 1.0507 8.1957 0.3923 0.3124 2.5886 4.5639 0.0011 0.0012 0.0552 0.0273 0.0239 0.0202 0.0398 0.0526 0.0997 0.1364 0.1881 0.0091 0.0018 0.0048 0.0059 0.0336 0.0446 0.1068 0.2153 0.2211 0.1644 -0.0304 -0.0250 0.0203 -0.0093 0.0233 0.0285 0.0012 -0.0032 -0.0012 0.0001 -0.0000 0.0000 0.1129 0.4949 0.1542 0.3078 0.3116 0.4162 0.3301 0.3298 0.3746 0.2987 0.0988 0.1250 0.9085 0.9539 -1.1626 -0.3513 -1.1371 0.0000 0.2004 0.0140 0.1020 0.4605 0.3178 0.0130 3.7205 0.3013 0.0368 0.5000 1.8000 
1 346 376 1 0.9807 1.9296e+00 0.8382 0.7891 0.9265 7.9882 0.3528 0.3021 2.3525 4.8073 0.0011 0.0012 0.0533 0.0277 0.0232 0.0188 0.0368 0.0479 0.0852 0.1081 0.1617 0.0089 0.0016 0.0044 0.0058 0.0291 0.0380 0.0868 0.1906 0.2533 0.2618 0.0177 -0.0477 0.0162 -0.0087 0.0260 0.0427 0.0019 -0.0055 -0.0024 0.0001 -0.0001 0.0000 0.1067 0.5233 0.1699 0.3392 0.3530 0.4435 0.3363 0.3338 0.3647 0.2995 0.1066 0.1068 0.9624 0.9676 -1.2072 -0.3666 -0.9194 0.0000 0.1707 0.0126 0.0889 0.3879 0.2724 0.0122 3.8941 0.2880 0.0026 0.5000 1.8000 
1 376 408 1 0.9815 1.0214e+00 0.4949 0.8085 0.7532 7.7690 0.3173 0.2968 2.1494 4.8946 0.0011 0.0012 0.0492 0.0288 0.0224 0.0173 0.0324 0.0419 0.0747 0.0888 0.1383 0.0079 0.0010 0.0042 0.0057 0.0240 0.0325 0.0692 0.1612 0.2672 0.3708 0.1007 -0.0568 0.0113 -0.0073 0.0283 0.0578 0.0034 -0.0079 -0.0049 -0.0004 -0.0004 0.0000 0.1009 0.5785 0.1977 0.3921 0.4088 0.4909 0.3688 0.3514 0.3789 0.3048 0.1173 0.0952 1.0318 1.0010 -1.1777 -0.3619 -0.7114 0.0000 0.1476 0.0112 0.0817 0.3324 0.2277 0.0110 3.9850 0.2817 0.0178 0.5000 1.8000 
1 408 442 1 0.9823 5.3134e-01 0.6250 0.6717 0.5314 7.5631 0.3963 0.3116 2.0100 4.7689 0.0011 0.0012 0.0493 0.0313 0.0221 0.0167 0.0292 0.0371 0.0703 0.0790 0.1254 0.0067 0.0014 0.0041 0.0056 0.0204 0.0287 0.0577 0.1426 0.2709 0.4908 0.2918 -0.0089 0.0078 -0.0060 0.0311 0.0752 0.0062 -0.0069 -0.0076 -0.0019 -0.0008 0.0000 0.1013 0.6986 0.2441 0.4882 0.5050 0.5830 0.4503 0.3970 0.4300 0.3251 0.1338 0.0940 1.1403 1.0580 -0.9779 -0.3150 -0.5247 0.0000 0.1353 0.0103 0.0823 0.3048 0.1980 0.0098 4.0408 0.2806 0.0065 0.5000 1.8000 
1 442 478 1 0.9830 2.7421e-01 0.6928 0.6026 0.3043 7.3931 0.5696 0.3392 1.9132 5.1867 0.0011 0.0012 0.0546 0.0331 0.0230 0.0167 0.0277 0.0346 0.0683 0.0737 0.1183 0.0060 0.0020 0.0041 0.0055 0.0192 0.0262 0.0516 0.1333 0.2654 0.5764 0.4981 0.1260 0.0059 -0.0052 0.0325 0.0882 0.0142 0.0042 -0.0059 -0.0051 0.0016 0.0000 0.1038 0.9128 0.2893 0.5984 0.6309 0.6873 0.5502 0.4437 0.4807 0.3542 0.1500 0.0960 1.2778 1.1069 -0.6076 -0.2199 -0.3869 0.0000 0.1302 0.0100 0.0839 0.2945 0.1798 0.0091 4.2056 0.2852 0.0120 0.5000 1.8000 
1 478 516 1 0.9837 1.3706e-01 0.5853 0.5218 0.1317 7.2058 0.5366 0.3599 1.8222 6.0028 0.0011 0.0012 0.0634 0.0320 0.0248 0.0164 0.0277 0.0353 0.0645 0.0703 0.1071 0.0057 0.0022 0.0043 0.0055 0.0203 0.0244 0.0494 0.1232 0.2505 0.6001 0.6301 0.3499 0.0048 -0.0045 0.0295 0.0888 0.0251 0.0270 0.0084 -0.0095 0.0050 0.0000 0.1023 1.2669 0.3237 0.6970 0.7895 0.7745 0.6461 0.4804 0.5002 0.3808 0.1583 0.0929 1.4163 1.1180 -0.2226 -0.1190 -0.3569 0.0000 0.1238 0.0101 0.0807 0.2855 0.1627 0.0086 4.5317 0.2937 0.0298 0.5000 1.8000 
1 516 556 1 0.9843 6.7304e-02 0.8029 0.5744 0.0380 6.9809 0.4911 0.3644 1.7320 6.4771 0.0011 0.0012 0.0742 0.0285 0.0258 0.0159 0.0301 0.0401 0.0589 0.0695 0.0928 0.0058 0.0024 0.0048 0.0056 0.0233 0.0227 0.0489 0.1091 0.2326 0.5957 0.6646 0.6520 0.0037 -0.0035 0.0227 0.0790 0.0339 0.0569 0.0461 -0.0103 0.0086 0.0000 0.1022 1.8412 0.3728 0.8086 1.0293 0.8661 0.7641 0.5497 0.5062 0.4067 0.1596 0.0855 1.5559 1.1021 0.0492 -0.0548 -0.4794 0.0000 0.1149 0.0105 0.0745 0.2730 0.1441 0.0083 4.9715 0.2987 0.0621 0.5000 1.8000 
1 556 598 1 0.9849 3.1692e-02 1.1465 0.5786 0.0028 6.7567 0.5631 0.3632 1.6502 7.2931 0.0010 0.0012 0.0865 0.0252 0.0264 0.0160 0.0358 0.0486 0.0544 0.0730 0.0828 0.0061 0.0024 0.0059 0.0060 0.0278 0.0212 0.0480 0.0963 0.2248 0.6109 0.6286 1.0014 0.0026 -0.0025 0.0156 0.0668 0.0370 0.0875 0.1162 0.0057 0.0111 0.0000 0.1119 2.6694 0.4664 0.9654 1.3957 0.9945 0.9297 0.6945 0.5281 0.4460 0.1596 0.0803 1.7110 1.0843 0.1443 -0.0282 -0.7135 0.0000 0.1082 0.0109 0.0709 0.2649 0.1283 0.0081 5.5112 0.2969 0.0659 0.5000 1.8000 
1 598 642 1 0.9854 1.4351e-02 1.6571 0.4982 -0.0051 6.5739 0.6629 0.3675 1.5758 7.9424 0.0009 0.0011 0.1003 0.0232 0.0284 0.0170 0.0431 0.0577 0.0530 0.0823 0.0771 0.0062 0.0022 0.0067 0.0066 0.0328 0.0204 0.0455 0.0880 0.2322 0.6607 0.5647 1.3417 0.0017 -0.0017 0.0105 0.0563 0.0350 0.1124 0.2133 0.0495 0.0197 0.0000 0.1306 3.6519 0.6018 1.1620 1.8652 1.1580 1.1289 0.9060 0.5722 0.5037 0.1594 0.0828 1.8741 1.0734 0.1663 -0.0207 -0.9407 0.0000 0.1034 0.0113 0.0717 0.2689 0.1162 0.0077 6.1412 0.2922 0.0757 0.5000 1.8000 
1 642 688 1 0.9858 6.4735e-03 2.4327 0.6320 -0.0050 6.4590 0.7697 0.3756 1.4996 8.6724 0.0007 0.0008 0.1166 0.0225 0.0339 0.0183 0.0504 0.0660 0.0549 0.0980 0.0729 0.0058 0.0018 0.0067 0.0073 0.0381 0.0204 0.0418 0.0829 0.2489 0.7325 0.5068 1.6331 0.0012 -0.0012 0.0074 0.0480 0.0312 0.1298 0.3201 0.1184 0.0358 0.0000 0.1544 4.6704 0.7573 1.3790 2.3819 1.3392 1.3366 1.1543 0.6271 0.5699 0.1590 0.0935 2.0348 1.0680 0.1524 -0.0193 -1.0662 0.0000 0.0981 0.0115 0.0767 0.2847 0.1062 0.0071 6.7807 0.2886 0.0581 0.5000 1.8000 
1 688 736 1 0.9862 2.6633e-03 3.5569 0.6082 -0.0036 6.4303 0.9355 0.3814 1.4026 9.1921 0.0004 0.0005 0.1375 0.0224 0.0466 0.0192 0.0600 0.0768 0.0611 0.1217 0.0694 0.0051 0.0012 0.0061 0.0081 0.0455 0.0205 0.0383 0.0801 0.2674 0.8152 0.4665 1.8866 0.0010 -0.0010 0.0054 0.0414 0.0277 0.1430 0.4310 0.2081 0.0617 0.0000 0.1807 5.7645 0.9270 1.6249 2.9552 1.5418 1.5572 1.4454 0.6864 0.6385 0.1602 0.1109 2.2084 1.0657 0.1287 -0.0192 -1.0551 0.0000 0.0933 0.0110 0.0878 0.3092 0.0989 0.0062 7.4034 0.2867 1.3182 0.5000 1.8000 
1 736 894 1 0.9868 5.3615e-04 5.3237 0.5330 -0.0021 6.5720 1.1347 0.3789 1.1627 10.4859 -0.0003 -0.0003 0.1844 0.0229 0.0885 0.0190 0.0867 0.1077 0.0830 0.1798 0.0678 0.0036 0.0003 0.0049 0.0098 0.0654 0.0195 0.0363 0.0796 0.2936 0.9689 0.4312 2.2956 0.0008 -0.0009 0.0026 0.0334 0.0235 0.1626 0.6332 0.3986 0.1257 0.0000 0.2265 7.9620 1.2509 2.1335 4.1171 1.9526 1.9864 2.0625 0.7957 0.7589 0.1678 0.1506 2.5708 1.0626 0.0884 -0.0193 -0.7603 0.0000 0.0918 0.0081 0.1242 0.3615 0.0953 0.0048 8.5101 0.2855 2.6564 0.5000 1.8000 
1 894 1992 1 0.9877 2.6987e-06 27.6244 2.8341 -0.0016 9.1134 2.4612 0.3122 1.3324 14.0134 -0.0006 -0.0006 0.3839 0.0327 0.2994 -0.0049 0.1801 0.2665 0.1201 0.5514 0.0491 -0.0016 -0.0007 -0.0015 -0.0021 0.0871 -0.0052 0.0253 0.0952 0.5527 2.1094 1.1339 3.2146 0.0008 -0.0009 0.0019 0.0220 -0.0056 0.1760 1.8325 1.8347 0.4518 0.0000 0.4830 16.8619 2.7543 4.3237 9.2281 3.6972 3.5921 4.8724 1.7614 1.7696 0.0998 0.2842 3.8463 1.6980 0.2387 -0.0193 2.3368 0.0000 0.0927 -0.0023 0.2879 1.1264 0.0911 -0.0015 15.0783 0.6339 4.3354 0.5000 1.8000 
