1  0.00  0.40   6.76e−1     1.10
2  0.40  0.80   6.13e−1     0.76
3  0.80  1.20   5.00e−1     0.85
4  1.20  1.60   3.61e−1     1.48
5  1.60  2.50   1.55e10−1   2.50

