   185   240    200     0.004   0.006     0.005      1.110    0.010 
   185   240    200     0.006   0.010     0.008      0.945    0.008 
   185   240    200     0.010   0.017     0.013      0.801    0.006 
   185   240    200     0.017   0.025     0.021      0.680    0.006 
   185   240    200     0.025   0.037     0.032      0.566    0.006 
   185   240    200     0.037   0.060     0.050      0.511    0.005 
   185   240    200     0.060   0.120     0.080      0.433    0.004 
   185   240    200     0.120   0.250     0.180      0.346    0.004 
   240   310    250     0.006   0.010     0.008      0.929    0.010 
   240   310    250     0.010   0.017     0.013      0.821    0.008 
   240   310    250     0.017   0.025     0.021      0.692    0.008 
   240   310    250     0.025   0.037     0.032      0.585    0.007 
   240   310    250     0.037   0.060     0.050      0.513    0.006 
   240   310    250     0.060   0.120     0.080      0.435    0.004 
   240   310    250     0.120   0.250     0.180      0.337    0.004 
   310   410    350     0.006   0.010     0.008      0.948    0.013
   310   410    350     0.010   0.017     0.013      0.809    0.010 
   310   410    350     0.017   0.025     0.021      0.673    0.009 
   310   410    350     0.025   0.037     0.032      0.575    0.008 
   310   410    350     0.037   0.060     0.050      0.507    0.007 
   310   410    350     0.060   0.120     0.080      0.418    0.005 
   310   410    350     0.120   0.250     0.180      0.325    0.004 
   410   530    450     0.006   0.010     0.008      1.023    0.015 
   410   530    450     0.010   0.017     0.013      0.816    0.014 
   410   530    450     0.017   0.025     0.021      0.706    0.014 
   410   530    450     0.025   0.037     0.032      0.582    0.011 
   410   530    450     0.037   0.060     0.050      0.511    0.008 
   410   530    450     0.060   0.100     0.080      0.425    0.007 
   410   530    450     0.100   0.170     0.130      0.365    0.007 
   410   530    450     0.170   0.300     0.250      0.257    0.005 
   530   710    650     0.010   0.017     0.013      0.865    0.014 
   530   710    650     0.017   0.025     0.021      0.735    0.015 
   530   710    650     0.025   0.037     0.032      0.609    0.013 
   530   710    650     0.037   0.060     0.050      0.512    0.011 
   530   710    650     0.060   0.100     0.080      0.434    0.010 
   530   710    650     0.100   0.170     0.130      0.335    0.008 
   530   710    650     0.170   0.300     0.250      0.238    0.006 
   710   900    800     0.009   0.017     0.013      0.836    0.017
   710   900    800     0.017   0.025     0.021      0.741    0.018 
   710   900    800     0.025   0.037     0.032      0.610    0.015 
   710   900    800     0.037   0.060     0.050      0.514    0.012 
   710   900    800     0.060   0.100     0.080      0.454    0.011 
   710   900    800     0.100   0.170     0.130      0.344    0.009 
   710   900    800     0.170   0.300     0.250      0.243    0.007 
   900   1300   1200    0.010   0.017     0.014      0.815    0.021
   900   1300   1200    0.017   0.025     0.021      0.737    0.017 
   900   1300   1200    0.025   0.037     0.032      0.626    0.014 
   900   1300   1200    0.037   0.060     0.050      0.513    0.011 
   900   1300   1200    0.060   0.100     0.080      0.423    0.009 
   900   1300   1200    0.100   0.170     0.130      0.352    0.008 
   900   1300   1200    0.170   0.300     0.250      0.247    0.006 
   900   1300   1200    0.300   0.530     0.400      0.129    0.005 
   1300  1800   1500    0.017   0.025     0.021      0.724    0.024 
   1300  1800   1500    0.025   0.037     0.032      0.583    0.019 
   1300  1800   1500    0.037   0.060     0.050      0.532    0.015 
   1300  1800   1500    0.060   0.100     0.080      0.446    0.012 
   1300  1800   1500    0.100   0.150     0.130      0.373    0.012 
   1300  1800   1500    0.150   0.230     0.180      0.306    0.011 
   1300  1800   1500    0.230   0.350     0.250      0.242    0.011 
   1300  1800   1500    0.350   0.530     0.400      0.119    0.007 
   1800  2500   2000    0.023   0.037     0.032      0.594    0.023 
   1800  2500   2000    0.037   0.060     0.050      0.495    0.018 
   1800  2500   2000    0.060   0.100     0.080      0.474    0.015 
   1800  2500   2000    0.100   0.150     0.130      0.352    0.014 
   1800  2500   2000    0.150   0.230     0.180      0.273    0.012 
   1800  2500   2000    0.230   0.350     0.250      0.247    0.013 
   1800  2500   2000    0.350   0.530     0.400      0.119    0.009 
   2500  3500   3000    0.037   0.060     0.050      0.500    0.022 
   2500  3500   3000    0.060   0.100     0.080      0.429    0.018 
   2500  3500   3000    0.100   0.150     0.130      0.366    0.017 
   2500  3500   3000    0.150   0.230     0.180      0.276    0.015 
   2500  3500   3000    0.230   0.350     0.250      0.243    0.014 
   2500  3500   3000    0.350   0.530     0.400      0.121    0.011 
   2500  3500   3000    0.530   0.750     0.650      0.015    0.0035
   3500  5600   5000    0.040   0.100     0.080      0.405    0.016
   3500  5600   5000    0.100   0.150     0.130      0.328    0.018 
   3500  5600   5000    0.150   0.230     0.180      0.286    0.016 
   3500  5600   5000    0.230   0.350     0.250      0.215    0.014 
   3500  5600   5000    0.350   0.530     0.400      0.135    0.012 
   5600  9000   8000    0.070   0.150     0.130      0.312    0.019 
   5600  9000   8000    0.150   0.230     0.180      0.239    0.019 
   5600  9000   8000    0.230   0.350     0.250      0.213    0.018 
   5600  9000   8000    0.350   0.530     0.400      0.104    0.013 
   5600  9000   8000    0.530   0.750     0.650      0.017    0.005
   9000  15000  12000   0.090   0.230     0.180      0.192    0.020 
   9000  15000  12000   0.230   0.350     0.250      0.152    0.020 
   9000  15000  12000   0.350   0.530     0.400      0.115    0.017 
   15000 25000  20000   0.150   0.350     0.250      0.154    0.027
   15000 25000  20000   0.350   0.750     0.400      0.064    0.0185
   25000 50000  30000   0.250   0.750     0.400      0.040    0.020

