coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.01278484,1
cbar|sbar|ubar|dbar|g|u|s|c,8,0.01176702,1
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01148034,1
cbar|sbar|ubar|dbar|g|d|u|c,8,0.01135198,1
cbar|ubar|dbar|g|d|u|s|c,8,0.01115080,0
cbar|sbar|ubar|g|d|u|s|c,8,0.01086888,0
cbar|sbar|ubar|dbar|g|u|c,7,0.01043529,0
cbar|sbar|ubar|dbar|u|s|c,7,0.01036396,0
cbar|ubar|dbar|g|u|s|c,7,0.01021916,0
cbar|sbar|ubar|d|u|s|c,7,0.00997778,0
cbar|sbar|ubar|dbar|d|u|c,7,0.00994139,0
cbar|sbar|ubar|g|u|s|c,7,0.00985038,0
cbar|ubar|dbar|g|d|u|c,7,0.00984171,0
cbar|ubar|dbar|d|u|s|c,7,0.00981066,0
cbar|sbar|ubar|g|d|u|c,7,0.00948832,0
cbar|ubar|g|d|u|s|c,7,0.00943656,0
cbar|sbar|dbar|g|d|u|s|c,8,0.00936316,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.00933329,0
sbar|ubar|dbar|g|d|u|s|c,8,0.00916157,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.00908121,0
cbar|ubar|dbar|g|u|c,6,0.00901120,0
cbar|sbar|ubar|dbar|u|c,6,0.00892614,0
cbar|sbar|ubar|u|s|c,6,0.00886071,0
cbar|ubar|dbar|u|s|c,6,0.00878046,0
cbar|sbar|dbar|g|u|s|c,7,0.00859911,0
cbar|sbar|ubar|g|u|c,6,0.00857094,0
cbar|sbar|ubar|dbar|g|s|c,7,0.00853981,0
cbar|ubar|d|u|s|c,6,0.00850981,0
cbar|ubar|g|u|s|c,6,0.00850424,0
cbar|sbar|ubar|d|u|c,6,0.00849112,0
cbar|ubar|dbar|d|u|c,6,0.00839547,0
sbar|ubar|dbar|g|u|s|c,7,0.00835279,0
cbar|sbar|ubar|dbar|g|u|s,7,0.00826466,0
cbar|sbar|dbar|g|d|u|c,7,0.00826147,0
cbar|sbar|ubar|dbar|g|d|c,7,0.00820838,0
cbar|ubar|g|d|u|c,6,0.00817975,0
cbar|dbar|g|d|u|s|c,7,0.00802993,0
cbar|ubar|dbar|g|d|s|c,7,0.00802175,0
sbar|ubar|dbar|g|d|u|c,7,0.00800987,0
cbar|sbar|ubar|dbar|g|d|u,7,0.00792424,0
cbar|sbar|dbar|d|u|s|c,7,0.00787272,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00784475,0
sbar|ubar|dbar|d|u|s|c,7,0.00782430,0
ubar|dbar|g|d|u|s|c,7,0.00780440,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00778211,0
cbar|ubar|dbar|g|d|u|s,7,0.00773245,0
cbar|sbar|ubar|g|d|s|c,7,0.00770672,0
cbar|sbar|dbar|g|u|c,6,0.00759856,0
