#: table_doi: 10.17182/hepdata.88043.v1/t3
#: name: Table 3
#: description: Summary of the measured values of $d\sigma / d{m}$ (pb/GeV) in the dimuon channel with the statistical ($\delta_{\text{stat}}$), experimental ($\delta_{\text{exp}}$) and theoretical ($\delta_{\text{theo}}$) uncertainties, respectively. Here, $\delta_{\text{tot}}$ is the quadratic sum of the three components.
#: data_file: table_3.yaml
#: keyword reactions: P P --> GAMMA* X | P P --> Z0 X | P P --> LEPTON+ LEPTON- X | P P --> MU+ MU- X
#: keyword phrases: Inclusive | Single Differential Cross Section | Proton-Proton Scattering | Drell Yan | Z Production | Muon production
#: keyword cmenergies: 13000
#: keyword observables: DSIG/DM
#: Reaction,,,P P --> MU+ MU- X
#: SQRT(S) [TeV],,,13
$M_{\mu\mu}$ [GEV],$M_{\mu\mu}$ [GEV] LOW,$M_{\mu\mu}$ [GEV] HIGH,D(SIG)/DM [PB/GEV],$\delta_{\text{stat}}$ +,$\delta_{\text{stat}}$ -,$\delta_{\text{exp}}$ +,$\delta_{\text{exp}}$ -,$\delta_{\text{theo}}$ +,$\delta_{\text{theo}}$ -
17.5	15.0	20.0	250.0	2.4	-2.4	11.0	-11.0	14.0	-14.0
22.5	20.0	25.0	99.0	1.1	-1.1	4.5	-4.5	4.7	-4.7
27.5	25.0	30.0	53.0	0.64	-0.64	2.4	-2.4	6.1	-6.1
32.5	30.0	35.0	28.0	0.3	-0.3	1.4	-1.4	2.6	-2.6
37.5	35.0	40.0	17.0	0.15	-0.15	0.87	-0.87	0.97	-0.97
42.5	40.0	45.0	12.0	0.097	-0.097	0.57	-0.57	0.23	-0.23
47.5	45.0	50.0	8.5	0.067	-0.067	0.37	-0.37	0.13	-0.13
52.5	50.0	55.0	6.3	0.055	-0.055	0.24	-0.24	0.11	-0.11
57.5	55.0	60.0	5.3	0.05	-0.05	0.2	-0.2	0.098	-0.098
62.0	60.0	64.0	4.9	0.056	-0.056	0.17	-0.17	0.097	-0.097
66.0	64.0	68.0	4.9	0.058	-0.058	0.16	-0.16	0.1	-0.1
70.0	68.0	72.0	5.4	0.059	-0.059	0.18	-0.18	0.11	-0.11
74.0	72.0	76.0	6.5	0.068	-0.068	0.2	-0.2	0.14	-0.14
78.5	76.0	81.0	9.7	0.07	-0.07	0.3	-0.3	0.2	-0.2
83.5	81.0	86.0	21.0	0.11	-0.11	0.65	-0.65	0.42	-0.42
88.5	86.0	91.0	150.0	0.27	-0.27	5.0	-5.0	2.9	-2.9
93.5	91.0	96.0	160.0	0.27	-0.27	5.9	-5.9	3.1	-3.1
98.5	96.0	101.0	14.0	0.085	-0.085	0.53	-0.53	0.24	-0.24
103.5	101.0	106.0	4.9	0.048	-0.048	0.2	-0.2	0.076	-0.076
108.0	106.0	110.0	2.5	0.043	-0.043	0.11	-0.11	0.036	-0.036
112.5	110.0	115.0	1.7	0.028	-0.028	0.071	-0.071	0.022	-0.022
117.5	115.0	120.0	1.1	0.023	-0.023	0.047	-0.047	0.013	-0.013
123.0	120.0	126.0	0.76	0.018	-0.018	0.035	-0.035	0.0086	-0.0086
129.5	126.0	133.0	0.52	0.013	-0.013	0.026	-0.026	0.0055	-0.0055
137.0	133.0	141.0	0.37	0.01	-0.01	0.019	-0.019	0.0038	-0.0038
145.5	141.0	150.0	0.27	0.008	-0.008	0.016	-0.016	0.0027	-0.0027
155.0	150.0	160.0	0.19	0.0061	-0.0061	0.011	-0.011	0.0018	-0.0018
165.5	160.0	171.0	0.14	0.0053	-0.0053	0.0091	-0.0091	0.0016	-0.0016
178.0	171.0	185.0	0.091	0.0036	-0.0036	0.0064	-0.0064	0.0008	-0.0008
192.5	185.0	200.0	0.063	0.0029	-0.0029	0.0047	-0.0047	0.00065	-0.00065
210.0	200.0	220.0	0.044	0.0019	-0.0019	0.0036	-0.0036	0.00051	-0.00051
231.5	220.0	243.0	0.03	0.0015	-0.0015	0.0027	-0.0027	0.00027	-0.00027
258.0	243.0	273.0	0.017	0.00098	-0.00098	0.0017	-0.0017	0.00013	-0.00013
296.5	273.0	320.0	0.0099	0.00054	-0.00054	0.0011	-0.0011	7.2e-05	-7.2e-05
350.0	320.0	380.0	0.0053	0.00034	-0.00034	0.0006	-0.0006	3.4e-05	-3.4e-05
410.0	380.0	440.0	0.0016	0.00023	-0.00023	0.00019	-0.00019	1.2e-05	-1.2e-05
475.0	440.0	510.0	0.0011	0.00015	-0.00015	0.00013	-0.00013	6.8e-06	-6.8e-06
555.0	510.0	600.0	0.00057	8.9e-05	-8.9e-05	7.1e-05	-7.1e-05	2.6e-06	-2.6e-06
650.0	600.0	700.0	0.00032	6.2e-05	-6.2e-05	4e-05	-4e-05	9.6e-07	-9.6e-07
765.0	700.0	830.0	8.3e-05	3e-05	-3e-05	1.8e-05	-1.8e-05	3.8e-07	-3.8e-07
915.0	830.0	1000.0	5.5e-05	1.8e-05	-1.8e-05	1.1e-05	-1.1e-05	4.1e-07	-4.1e-07
1250.0	1000.0	1500.0	1.1e-05	4.1e-06	-4.1e-06	2.3e-06	-2.3e-06	1.3e-07	-1.3e-07
2250.0	1500.0	3000.0	2.4e-07	2.4e-07	-2.4e-07	3.8e-07	-3.8e-07	4.2e-09	-4.2e-09
