-0.2 0.1831 3.64E-31 1.06E-31 
-0.2 0.1883 2.09E-31 0.46E-31 
-0.2 0.1935 2.20E-31 0.40E-31 
-0.2 0.1986 2.43E-31 0.46E-31 
-0.2 0.2038 1.19E-31 0.22E-31 
-0.2 0.2089 1.76E-31 0.31E-31 
-0.2 0.2141 1.74E-31 0.28E-31 
-0.2 0.2192 1.40E-31 0.20E-31 
-0.2 0.2244 1.05E-31 0.13E-31 
-0.2 0.2296 1.23E-31 0.14E-31 
-0.2 0.2708 3.49E-32 0.43E-32 
-0.2 0.2760 2.89E-32 0.43E-32 
-0.2 0.2812 2.74E-32 0.43E-32 
-0.2 0.2915 1.62E-32 0.16E-32 
-0.2 0.3121 1.07E-32 0.11E-32 
-0.2 0.3431 3.57E-33 0.57E-33 
-0.2 0.3843 1.70E-33 0.47E-33 
-0.1 0.1831 3.99E-31 0.85E-31 
-0.1 0.1883 3.15E-31 0.56E-31 
-0.1 0.1935 2.77E-31 0.45E-31 
-0.1 0.1986 2.44E-31 0.35E-31 
-0.1 0.2038 2.37E-31 0.35E-31 
-0.1 0.2089 1.92E-31 0.25E-31 
-0.1 0.2141 1.66E-31 0.19E-31 
-0.1 0.2192 1.61E-31 0.18E-31
-0.1 0.2244 1.45E-31 0.13E-31 
-0.1 0.2296 1.27E-31 0.10E-31 
-0.1 0.2708 4.56E-32 0.40E-32
-0.1 0.2760 2.89E-32 0.30E-32 
-0.1 0.2812 3.09E-32 0.32E-32 
-0.1 0.2915 1.99E-32 0.14E-32
-0.1 0.3121 1.25E-32 0.08E-32 
-0.1 0.3431 5.80E-33 0.47E-33 
-0.1 0.3843 1.79E-33 0.27E-33 
-0.1 0.4359 4.74E-34 1.80E-34 
0.0 0.1831 4.24E-31 0.77E-31 
0.0 0.1883 3.50E-31 0.58E-31 
0.0 0.1935 3.63E-31 0.56E-31 
0.0 0.1986 2.48E-31 0.34E-31 
0.0 0.2038 2.08E-31 0.27E-31 
0.0 0.2089 2.12E-31 0.23E-31 
0.0 0.2141 1.48E-31 0.13E-31 
0.0 0.2192 1.44E-31 0.12E-31 
0.0 0.2244 1.43E-31 0.11E-31 
0.0 0.2296 1.14E-31 0.08E-31 
0.0 0.2708 3.97E-32 0.31E-32 
0.0 0.2760 3.31E-32 0.28E-32 
0.0 0.2812 2.74E-32 0.24E-32 
0.0 0.2915 2.16E-32 0.13E-32 
0.0 0.3121 1.51E-32 0.09E-32 
0.0 0.3431 6.05E-33 0.37E-33 
0.0 0.3843 1.86E-33 0.19E-33 
0.0 0.4359 4.04E-34 1.01E-34 
0.1 0.1831 4.31E-31 0.75E-31 
0.1 0.1883 3.47E-31 0.52E-31 
0.1 0.1935 3.86E-31 0.58E-31 
0.1 0.1986 2.74E-31 0.37E-31 
0.1 0.2038 2.94E-31 0.39E-31 
0.1 0.2089 2.23E-31 0.19E-31 
0.1 0.2141 1.69E-31 0.13E-31 
0.1 0.2192 1.37E-31 0.10E-31 
0.1 0.2244 1.37E-31 0.09E-31 
0.1 0.2296 1.26E-31 0.08E-31 
0.1 0.2708 4.60E-32 0.32E-32 
0.1 0.2760 3.70E-32 0.29E-32 
0.1 0.2812 3.02E-32 0.26E-32 
0.1 0.2915 2.31E-32 0.14E-32 
0.1 0.3121 1.47E-32 0.09E-32 
0.1 0.3431 7.00E-33 0.42E-33 
0.1 0.3843 2.24E-33 0.18E-33 
0.1 0.4359 4.95E-34 0.85E-34 
0.2 0.1831 5.60E-31 1.10E-31 
0.2 0.1883 4.05E-31 0.64E-31 
0.2 0.1935 3.15E-31 0.50E-31 
0.2 0.1986 2.74E-31 0.39E-31 
0.2 0.2038 3.18E-31 0.48E-31 
0.2 0.2089 2.14E-31 0.17E-31 
0.2 0.2141 1.62E-31 0.11E-31 
0.2 0.2192 1.59E-31 0.11E-31 
0.2 0.2244 1.35E-31 0.09E-31 
0.2 0.2296 1.33E-31 0.08E-31 
0.2 0.2708 5.71E-32 0.40E-32 
0.2 0.2760 4.11E-32 0.34E-32 
0.2 0.2812 3.45E-32 0.30E-32 
0.2 0.2915 2.51E-32 0.15E-32 
0.2 0.3121 1.64E-32 0.10E-32 
0.2 0.3431 6.43E-33 0.39E-33 
0.2 0.3843 2.20E-33 0.18E-33 
0.2 0.4359 5.60E-34 0.88E-34 
0.3 0.1831 4.19E-31 0.99E-31 
0.3 0.1883 3.96E-31 0.90E-31 
0.3 0.1935 3.31E-31 0.70E-31 
0.3 0.1986 3.77E-31 0.79E-31 
0.3 0.2038 4.01E-31 0.85E-31 
0.3 0.2089 1.93E-31 0.17E-31 
0.3 0.2141 1.53E-31 0.13E-31 
0.3 0.2192 1.51E-31 0.13E-31 
0.3 0.2244 1.34E-31 0.10E-31 
0.3 0.2296 1.49E-31 0.12E-31 
0.3 0.2708 5.95E-32 0.53E-32 
0.3 0.2760 4.03E-32 0.44E-32 
0.3 0.2812 3.13E-32 0.34E-32 
0.3 0.2915 2.32E-32 0.16E-32 
0.3 0.3121 1.59E-32 0.10E-32 
0.3 0.3431 6.30E-33 0.45E-33 
0.3 0.3843 2.38E-33 0.22E-33 
0.3 0.4359 6.07E-34 1.10E-34 
0.4 0.2141 1.98E-31 0.33E-31 
0.4 0.2192 1.73E-31 0.27E-31 
0.4 0.2244 1.49E-31 0.26E-31 
0.4 0.2296 9.86E-32 1.48E-32 
0.4 0.2708 7.11E-32 1.13E-32 
0.4 0.2760 2.87E-32 0.66E-32 
0.4 0.2812 3.68E-32 0.81E-32 
0.4 0.2915 2.47E-32 0.30E-32 
0.4 0.3121 1.46E-32 0.16E-32 
0.4 0.3431 6.14E-33 0.71E-33 
0.4 0.3843 1.95E-33 0.34E-33 
0.4 0.4359 4.23E-34 1.42E-34
